Name,Role,Business Size,Validated,Source,Rating,Date,Title,What do you like best about Sage Intacct?,What do you dislike about Sage Intacct?,What problems is Sage Intacct solving and how is that benefiting you?
Jacqueline M.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2023-07-18,"""I love the ease of this program.""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2023-07-04,"""Easy User friendly software""",,,
Tom M.,Media Manager,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2023-06-12,"""AP, AR and GL Automation Enhancer of 2023""",,,
Daniel C.,"Saxophone, Piano, Clarinet and Theory Tutor, Composer and Arranger","Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-12-09,"""My Personal Experience with Xero: Streamlining My Business Finances""",,,
Charles R.,Managing Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-09-22,"""The best accountancy platform by a long way""",,,
Susrutha  M.,finance executive,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2022-10-11,"""Xero made life easy for Accountants""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2023-07-04,"""Great experience with Xero as an employee""",,,
Tyler M.,SALES STRATEGIST/SENIOR PROPOSAL CONSULTANT/PROPOSAL CONSULTANT,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,5.0,2023-07-14,"""Pretty and good product""",,,
Miles M.,IT Specialist; Food &amp; Beverages,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,5.0,2023-07-10,"""Great customer service offered by Xero""",,,
Marijke v.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2023-02-02,"""Xero Projects at work""",,,
Greg_ S.,Senior Financial Analytics Professional,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.0,2023-07-05,"""THE FUTURE FOR ACCOUNTING SOFTWARE!!""",,,
Ali A.,General Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,0.0,2023-01-13,"""Xero is a cumbersome accounting software that you will end up being stuck with""",,,
Lovella S.,Customer success operatio-data analytics,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2023-07-21,"""Simbol review for xero""",,,
Abigail H.,Social Media Manager; Marketing and Advertising,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2023-06-20,"""Xero: Robusta Tool for AP and AR Automation""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2023-07-24,"""Good software""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2023-03-30,"""Perfect for small to medium size business""",,,
Muhammad E.,Head Of Internal Audit Department,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2023-06-07,"""Best Cloud Based Software""",,,
Kendrs G.,Finance &amp; HR Coordinator,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-10-21,"""Great""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2023-07-05,"""Best cloud accounting software for small business""",,,
Angie M.,Founder,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2023-02-15,"""Xero - Business Owner's Best Friend!""",,,
Luka Z.,Finance &amp; Payments Specialist,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2023-01-18,"""Easy Accounting with Xero""",,,
Krishna K.,Senior Consultant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2023-01-24,"""Xero - a beautiful accounting software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2023-06-20,"""Fast, Effective Comms, Great Experience""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2023-04-18,"""Quick access to financial side of your work""",,,
Betania M.,Director Marketing Strategy,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.5,2022-08-28,"""With xero the company's finances are under control""",,,
Regina B.,Admin Assistant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-09-25,"""Best accounting software!""",,,
Sean C.,Owner/Executive Designer &amp; Consultant,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2023-01-12,"""Easy to use. Easy to integrate with other platforms.""",,,
Heidi Y.,CEO,"Small-Business
(50 or fewer emp.)",Yes,Xero,0.0,2023-01-19,"""Stay away - broken bank feeds mean Xero is a glorified spreadsheet""",,,
Giovanni  M.,Financial Accountant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-12-21,"""Splendiferous,momentous,alluring and badass online accounting and invoicing tool.""",,,
Rashmi D.,ASSOCIATE,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2022-09-08,"""Xero Review""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,0.0,2022-11-25,"""Shockingly bad customer service""",,,
Christian B.,Senior Accountant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-12-30,"""Most user-friendly bookkeeping software out there""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2023-05-20,"""Xero for financial accounting and reporting""",,,
Rishab J.,Manager - Finance &amp; Accounts,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.0,2023-03-02,"""Xero - Ease of working and one of the best software""",,,
Xavier S.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2023-04-07,"""Great cloud accounting software""",,,
Leah B.,Assistant Accountant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-06-27,"""Xero makes accounting user friendly and simple!""",,,
Chris M.,Founder,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-08-02,"""Xero is a surefire way to keep my accounts in order""",,,
Vivien E.,Head of tax,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-10-11,"""Easy-2-use Accounting""",,,
Fotis G.,Finance manager,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2022-11-22,"""Active Xero user""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2022-09-01,"""Good Platform for the management of transactions""",,,
Marie S.,CPQ,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-03-28,"""Easy to use accounting software""",,,
Dan P.,Assistant Operations Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-06-15,"""Great Stuff - Basically my entire job""",,,
Jeffrey S.,Founding Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2022-11-01,"""Decent Solution For Basic Needs But Price Jump To High For Multi-Currency Users""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-08-08,"""Best cloud-based accounting experience you will ever have!""",,,
Mathew M.,Key Account Manager,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2022-08-29,"""Xero is a magnificent,my favourite and my all time Hero solution for accounting and invoicing.""",,,
Jonathan A.,Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-05-30,"""Most important software in my business""",,,
Peter L.,CEO,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-02-09,"""Excellent - Xero is the goto accounting package for the UK""",,,
Hilary K.,Accountant,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2022-07-27,"""Xero Review""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2022-09-06,"""Best app for tacking inventory expenses""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-10-26,"""Perfect for beginners or experienced book keepers, lots of resources and pay to navigate""",,,
Rashmi  D.,associate,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-06-30,"""full use of AI, makes work easy.""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-07-21,"""Xero""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2022-08-16,"""User Friendly""",,,
Mou A.,Software Engineer,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2022-02-22,"""Xero is the best way for accounting software platform !!!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2022-10-09,"""Great platform for invoice management and accounting""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-10-06,"""Nice interface, easy to adopt and integrates to our programs""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-10-11,"""Accounting with Ease""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-04-21,"""Fully featured yet easy to get started on as a small/micro business""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-11-10,"""Easy to use!!""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2022-09-06,"""Best app for maintaining accounting related things""",,,
CA. Krishna V.,Senior Tax Associate,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2022-05-05,"""An Accounting software for the small businesses""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2022-02-21,"""Xero is user friendly and it is a good accounting software""",,,
Emily C.,Administrator,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-11-24,"""Really easy to get along with Accounting software""",,,
roy J.,Solar specialist,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.5,2022-07-01,"""Best cloud paltform based on accounting""",,,
Molly F.,Customer Success Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-12-23,"""Great for invoicing and accounting""",,,
Scott H.,Owner/Franchise,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-04-03,"""A bookkeeper's bookkeeping service!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-08-03,"""Xero Integration""",,,
Aron M.,Technology Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-04-17,"""Easy To Use Business Essential""",,,
Akhil D.,Accountant,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.0,2022-01-06,"""Keep it Simple philosophy""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-07-23,"""Move your accounting files to Online""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-11-17,"""very good System but need some development""",,,
Nauman A.,Bookkeeper,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2022-06-22,"""Review for Xero""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2022-08-15,"""Easy to use with all financial accounting tools""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2021-12-16,"""So much convenience that is capable of reducing workload""",,,
Didar H.,Associate Accountant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-01-02,"""excellent user friendly""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-09-20,"""Easy to use, super detailed and gets the job done""",,,
Manas J.,Marketing consultant,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2021-12-13,"""Best accounting software with some amazing features""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2022-06-14,"""Using Xero and Clio""",,,
Tanjirul I.,Executive Finance &amp; Accounts,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-06-10,"""Xero is an excellent cloud based accounting software""",,,
Garreth N C.,Executive Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-03-08,"""Easy to use. Access from anywhere, good uptime levels. Integrates well with GoCardless""",,,
Angela  D.,Founder &amp; CEO,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-08-17,"""Brilliant accounts software""",,,
Nancy T.,AVP - Investment Data Supervisor,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2022-07-10,"""Xero: Brilliant, Iconic and Most Sophisticated AP & AR Automation Tool""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-06-27,"""Brilliant system, saves me time and effort!""",,,
Chaitali S.,Project &amp; Account Manger,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-07-21,"""Accounting Work""",,,
Susan S.,Assistant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-06-30,"""So easy to use""",,,
Thomas C.,Chief Governance Officer,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2021-11-29,"""Xero is a beautiful way to do a vital function""",,,
Erica B.,Business Analyst Consultant,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-11-05,"""Easy to Use with Helpful New Features""",,,
Nick A.,Chief Growth Officer,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-11-16,"""Complete accounting software with tons of integrations""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-01-06,"""The go to 21st century accounting platform""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2022-08-10,"""Solid Software""",,,
Sheridan J.,D,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-11-25,"""Wouldn't consider any other options!""",,,
Mark C.,Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-04,"""First class accounting product for small business""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-11-24,"""Best Accounting Software""",,,
​Keiffer John Z.,Client Service Coordinator,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-16,"""Outstanding management system""",,,
Kamal Kishan R.,Financial Accountant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-07-17,"""My Experience with using Xero""",,,
Jackie W.,G,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2021-11-05,"""Easy money management""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,1.0,2022-07-18,"""Disappointed with the product""",,,
Jeffrey W.,Accountant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-10-26,"""Xero is a great accounting solution for your small business""",,,
Brandon S.,President,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2021-07-08,"""Affordable Small Business Accounting""",,,
Caroline P.,President,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-11-19,"""I recommend Xero to everyone!""",,,
Evan S.,Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-08,"""Excellent Accounting Software""",,,
Cathy A.,Administrator,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-21,"""Xero is intuitive to use""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2022-04-25,"""Easy to use""",,,
Mark C.,Finance Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-03,"""Xero - simply the best for small businesses""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2022-01-18,"""Xero is fast, efficient, and easy to use""",,,
Mohammad Bilawal B.,Field and Digital Marketing Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-09-08,"""One of the most secure and easy to use cloud based accounting software""",,,
Mou A.,Graphic Designer,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,5.0,2021-11-05,"""Awesome Accounting Platform and easy to use!""",,,
BECCI P.,Owner,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-07,"""Great Accounting Software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-09-16,"""Awesome finace tracking software for small business, non profit, and non accountants!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2021-11-30,"""Xero for your Office""",,,
Mohammed N.,Junior Finance Executive,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2021-08-18,"""Xero is the Best!""",,,
Robin C.,Director of Finance,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-08,"""Great accounting software""",,,
Mikkah  P.,academic support officer,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-05-20,"""xero invoice""",,,
Karla M.,ADMINISTRATION OFFICER,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2021-05-17,"""XERO Review""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-11-16,"""Critical for business management""",,,
Mo B.,Co-founder,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-16,"""Essential took for every business!""",,,
Kelvin L.,Chief Technology Officer,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-11-11,"""Repeat Xero Customer - Using it for almost all my businesses!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2022-01-16,"""Good accounting for freelancers""",,,
Ali A.,Quality Review Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-12-14,"""Best accounting software on the market for small and medium businesses""",,,
Matthew S.,Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-01-21,"""Xero saves you Time & Easily manages your Business""",,,
Jin  S.,A,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-23,"""Useful and efficient""",,,
Aengus R.,Owner; Graphic Design,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-04-07,"""Super simple accounting solution for small business owners""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,3.5,2022-02-06,"""Xero is user friendly and especially for user without accounting background""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-06-18,"""Excellent cloud-based accounts package for businesses of all sizes.""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,1.0,2022-01-27,"""Not intuitive""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-10-05,"""The only truly cloud native""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2021-09-30,"""Great software for invoices and quotes!""",,,
Anastasios N.,Account Executive &amp; BDR,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-01-19,"""Xero Review""",,,
James  M.,Accounts Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-09-21,"""What a Hero🙌💪💪💪!!!?Online accounting and billing moving from zero to infinity with Xero""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2021-08-18,"""Easy to use""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-11-30,"""Integration with key apps makes this the best choice!""",,,
Piers T.,Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2021-09-29,"""Very comprehensive and relatively intuitive to use""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2021-05-24,"""Easy to use accounting software""",,,
Vuyile M.,Managing Director,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-11-09,"""CEO""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2021-05-28,"""Simple & Effective!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-08-26,"""brilliant - does the job of a book keeper!""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2021-10-19,"""Easy to use, perfect for SME's!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,1.5,2022-02-01,"""Xero accounting software""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,2.0,2021-11-16,"""Good for very early stage - lacks functionality of QBO""",,,
Conni B.,Gold Premier Influencer,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-08-31,"""Love this software! So nice to integrate with other platforms too.""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2022-04-19,"""Love Xero""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-10-09,"""Great accounts solution""",,,
Badar K.,Senior Director of Finance,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2021-12-18,"""Not Bad, Not amazing!!!""",,,
Cheryl L.,CPA,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.0,2021-08-19,"""Not my favorite accounting software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.0,2021-08-31,"""Good for Private Companies and Small Businesses""",,,
Md. Sarwar H.,Bookkeeper,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-08-17,"""Xero is awsome""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2021-12-08,"""Use it as the accounting system""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-01-04,"""Xero's Utility and Benefits""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-12-16,"""good but ui bad""",,,
Vaishali A.,Operations Executive,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2020-12-28,"""Perfect Solution for bookkeeping and Accounting Solutions""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-10-04,"""Best web based accounting software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-08-24,"""Easy to setup and get invoicing going""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2021-10-20,"""Best Accounting Software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-10-06,"""Great accounting solution for small business""",,,
Margaret t.,Business Development Manager,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.5,2020-12-04,"""Xero has made easy and advanced accounting software""",,,
Abu Talib G.,A,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-02-12,"""Best software to use""",,,
Dan A.,CEO,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-06-17,"""Complete accounting toolkit""",,,
Prajna H.,Associate Record to Report,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,3.0,2021-06-17,"""Review of XERO""",,,
Robert E.,CFO,"Small-Business
(50 or fewer emp.)",Yes,Xero,0.0,2021-07-21,"""What is customer service?""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-09-23,"""Easy accounting""",,,
Kristie S.,Gusto Partner Advisory Council (GPAC) Member,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-11-23,"""Xero - Cloud Accounting Software for Your Small Business""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-08-25,"""Review Xero accounting software""",,,
Donna S.,Owner,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-07-06,"""Easy to manage your business finances""",,,
Lindsey M. D.,Bookkeeper &amp; Payroll Coordinator,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-08-10,"""A great platform that will continue to improve!""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-12-15,"""Integration""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-11-12,"""Making accounting effortless""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,2.5,2021-08-22,"""Good but not perfect""",,,
Daine J.,owner,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-05-17,"""Super easy to use""",,,
Lloyd K.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-09-28,"""5 Star Experience With XERO""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-02-26,"""Xero runs circles around QBO""",,,
Gracia V.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2020-10-28,"""Xero- A Perfect Accounting Package""",,,
Jarad  D.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,1.5,2020-12-02,"""Nice if you are just starting, not so much if you have an existing accounting software.""",,,
Brittany H.,Owner/ Consultant,"Mid-Market
(51-1000 emp.)",Yes,Xero,3.0,2021-05-07,"""Simple & Easy""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-08-12,"""User friendly""",,,
Jennifer  O.,Senior Account Executive,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2020-11-06,"""Xero makes Accounting Amazing""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2021-08-16,"""Great quality service""",,,
Peter M.,Audit and Accounts Senior,"Mid-Market
(51-1000 emp.)",Yes,Xero,3.5,2020-11-26,"""Great system but not the full package""",,,
Bridget N.,Strategic Account Specialist,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2021-04-15,"""Xero at R/GA""",,,
Saad E.,Senior Auditor,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2020-10-19,"""Xero - A Complete Accounting Package""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-03-15,"""Easy to Navigate""",,,
Brad H.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.0,2020-08-24,"""xero manages and automates the company.""",,,
Chaz P.,IT Professional,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2020-10-06,"""Professional accounting system app""",,,
Mohsin E.,Accountant,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-05-18,"""Xero is the very feature rich, user-friendly and only software in same league as QuickBooks""",,,
Kevin L.,Sales Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-07-29,"""Xero checks all the boxes for us!""",,,
James D.,System Administrator,"Enterprise
(&gt; 1000 emp.)",Yes,Xero,4.5,2020-07-27,"""Very simple to understand""",,,
Brian M.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-09-29,"""Xero is the ideal accounting package for small business""",,,
Thomas E.,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2020-07-25,"""Best Accounting Services""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2021-02-17,"""Great""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,3.5,2021-04-15,"""My review on Xero""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-03-15,"""Xero from a non finance perspective""",,,
Andrew D.,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2020-08-25,"""Really efficient""",,,
ABHISHEK P.,Professional Freelancer,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2021-01-08,"""The is nice & user friendly, easy to use & understand""",,,
Wayne B. L.,Senior Vice President,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-04-27,"""Xero is an effective tracking for our finances and billing application.""",,,
Krisjanis B.,designer / inventor; Events Services,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-04-17,"""Excellent accounting tool that strikes the balance""",,,
Chris R.,Shopfitter/Retail Auditor/Retail Design Solutions,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2020-04-17,"""Unlimited users makes this a winner""",,,
Erica L.,Product Manager,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2020-04-16,"""Great accounting software to save time and money""",,,
Nicholas K.,Computer Science,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2020-05-06,"""Xero  usability  review""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-09-22,"""Simple accounting software""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-06-23,"""Xero has changed my way of working for the better""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.0,2020-04-20,"""Xero is a good Accounting software for start-ups with a lot of integrations to other systems.""",,,
Simon C.,Producer,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2022-05-03,"""Excellent software which has developed over the years""",,,
adler w.,,"Mid-Market
(51-1000 emp.)",Yes,Xero,4.5,2020-09-26,"""Efficient business finance""",,,
Jacqueline E.,Case Manager,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-07-08,"""Absolutely Love Xero!""",,,
,,"Mid-Market
(51-1000 emp.)",Yes,Xero,5.0,2020-10-28,"""Ease of use""",,,
,,"Small-Business
(50 or fewer emp.)",Yes,Xero,4.5,2020-05-13,"""Xero is perfect to present and chart expenditures""",,,
Darren F.,,"Small-Business
(50 or fewer emp.)",Yes,Xero,5.0,2020-10-16,"""Brilliant Accounting Software""",,,
