STR Number,Hotel Name,Address 1,City,State,URL,Hotel Name Found,Hotel Website URL,Hotel Phone Number,Avg Rating,# Total Reviews,Hotel Local Ranking,Rating - Location,Rating - Cleanliness,Rating - Service,Rating - Value,GreenLeaders GreenPartner,Traveler's Choice,Property Amenities,Room Features,Room Types,Hotel Class,Hotel Style,Location Rating 1,Location Rating 1 Text,Location Rating 1 Detail,Location Rating 2,Location Rating 2 Text,Location Rating 2 Detail,Location Rating 3,Location Rating 3 Text,Location Rating 3 Detail,# 5 Star Ratings,# 4 Star Ratings,# 3 Star Ratings,# 2 Star Ratings,# 1 Star Ratings,# QAs,# Room Types,Popular Mentions
59189,Salvatore's Grand Hotel,6675 Transit Rd,Buffalo,NY,https://www.tripadvisor.com/Hotel_Review-g48894-d1510433-Reviews-Salvatore_s_Grand_Hotel-Williamsville_New_York.html,Salvatore's Grand Hotel,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=1510433&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380832&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkYLP_C7s3Dl6xyJvv-SJD8D4I51EawlF05E3yw6whvzognFeBtnSLGMI4JKaQbdhaA&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=11a125fb60bdcd0071cb898695ccd3dac_VMj,17166382257,4.5,967,#1 of 12 hotels in Williamsville,4.6,4.8,4.7,4.7,FALSE,FALSE,"Newspaper
Hot tub
Airport transportation
Wine / champagne
Complimentary tea
Dry cleaning
Free airport transportation
Wifi
Parking
ATM on site
Conference facilities
Restaurant
Free parking
Vending machine
Banquet room
Meeting rooms
24-hour front desk
Breakfast available
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Complimentary Instant Coffee
24-hour check-in
Laundry service
Free breakfast
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Walk-in shower
Clothes rack
Wake-up service / alarm clock
Room service
Housekeeping
Air conditioning
Seating area
Refrigerator
Soundproof rooms
Microwave
Whirlpool bathtub
Iron
Telephone
Flatscreen TV
Cable / satellite TV
iPod docking station
Complimentary toiletries
Hair dryer
Safe
Blackout curtains
Radio","Suites
Non-smoking rooms",3.0,"Romantic
Charming",64,Somewhat walkable,Grade: 64 out of 100,24,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,794,111,36,13,13,16,100,"russell salvatore
steak
bose radio
our waiter
jacuzzi suite
next morning
sunday night
buffalo area
bagels
package
salvatores
sink
chain
tub"
59162,Rivers Edge Motel,1026 Tsali Blvd,Cherokee,NC,https://www.tripadvisor.com/Hotel_Review-g49023-d1141192-Reviews-River_s_Edge_Motel-Cherokee_North_Carolina.html,River's Edge Motel,,,4.5,350,#1 of 27 hotels in Cherokee,4.6,4.7,4.5,4.4,FALSE,FALSE,"Free parking
Vending machine
Wifi
Non-smoking hotel
Free High Speed Internet (WiFi)","Telephone
Refrigerator
Flatscreen TV
Housekeeping
Private balcony
Air conditioning
Seating area",Non-smoking rooms,2.0,"Great View
Family",50,Car recommended,Grade: 50 out of 100,12,Restaurants,within 0.75 miles,17,Attractions,within 0.75 miles,199,113,27,5,6,12,92,"balcony overlooking the river
every room has a balcony
loved sitting on the balcony
watching the ducks
oconaluftee river
office closes
quiet stay
walking distance
enjoyed our stay
first floor
bed was comfortable
stayed one night
definitely stay here again
tubers
rocking"
59107,Comfort Suites Commerce,30490 Highway 441 S,Commerce,GA,https://www.tripadvisor.com/Hotel_Review-g34861-d1372598-Reviews-Comfort_Suites-Commerce_Georgia.html,Comfort Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235136550&geo=1372598&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380832&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb0RMI0WxIHl6Fe7plpoejMRyzAqobsRaf91aihzZUX7x&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1981e48d426156f89cdc8abeb0949323f_3Sf,0018559372022,4.5,283,#1 of 15 hotels in Commerce,4.7,4.8,4.8,4.6,FALSE,FALSE,"Indoor pool
Hot tub
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Wifi
Heated pool
Parking
Self-serve laundry
Pool
Free parking
Meeting rooms
Breakfast available
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Kids stay free
Children Activities (Kid / Family Friendly)
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Flatscreen TV
Microwave
Kitchenette
Housekeeping
Air conditioning","Suites
Family rooms
Non-smoking rooms",3.0,"Modern
Mid-range",56,Somewhat walkable,Grade: 56 out of 100,33,Restaurants,within 0.75 miles,7,Attractions,within 0.75 miles,216,55,7,3,2,2,38,"great stay
king suite
lots of restaurants
nice property
air conditioner
midnight"
59204,Days Inn & Suites Williston,1525 9th Ave NW,Williston,ND,https://www.tripadvisor.com/Hotel_Review-g60819-d12403675-Reviews-FairBridge_Inn_Suites_Williston-Williston_North_Dakota.html,FairBridge Inn & Suites Williston,,,3.5,33,#15 of 27 hotels in Williston,4.5,4.3,4.3,4.3,FALSE,FALSE,"Indoor pool
Hot tub
Airport transportation
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Free airport transportation
Wifi
Heated pool
Parking
Self-serve laundry
Pool
ATM on site
Free parking
Vending machine
Clothes dryer
Meeting rooms
24-hour front desk
Photo copier / fax In business center
Business Center with Internet Access
Complimentary Instant Coffee
24-hour check-in
Washing machine
Kids stay free
Children Activities (Kid / Family Friendly)
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Clothes rack
Wake-up service / alarm clock
Coffee / tea maker
Housekeeping
Air conditioning
Sofa bed
Sofa
Refrigerator
Microwave
Bath / shower
Iron
Telephone
Flatscreen TV
Cable / satellite TV
Complimentary toiletries
Hair dryer
Private bathrooms
Blackout curtains","Bridal suite
City view
Family rooms
Non-smoking rooms
Suites",2.0,,,,,,,,,,,13,7,7,3,3,1,1,"washer and dryer
each morning
fridge"
59153,Motel 6 Toms River - Near Seaside Heights,2015 Route 37 E,Toms River,NJ,https://www.tripadvisor.com/Hotel_Review-g46870-d1235760-Reviews-Motel_6_Toms_River_NJ-Toms_River_New_Jersey.html,"Motel 6 Toms River, NJ",,,3.5,31,#4 of 12 hotels in Toms River,3.9,2.4,3.4,3.7,FALSE,FALSE,"Free parking
Kids stay free
Vending machine
Free breakfast
Pets Allowed ( Dog / Pet Friendly )
24-hour front desk
Non-smoking hotel
Free High Speed Internet (WiFi)","Telephone
Cable / satellite TV
Clothes rack
Bath / shower
Wake-up service / alarm clock
Kitchenette
Blackout curtains
Housekeeping
Air conditioning
Private bathrooms","Family rooms
Non-smoking rooms
Smoking rooms available",2.0,,39,Car recommended,Grade: 39 out of 100,23,Restaurants,within 0.75 miles,2,Attractions,within 0.75 miles,18,1,2,1,9,0,7,"nice little place
peaceful sleep
a great stay
stayed here
renovation"
59012,MD Resort Bed & Breakfast,601 Old Base Rd,Aurora,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58831,Madeira Bay Resort II,13235 Gulf Blvd,Madeira Beach,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59128,The Goodstone Inn & Estate,36205 Snake Hill Rd,Middleburg,VA,https://www.tripadvisor.com/Hotel_Review-g57963-d119136-Reviews-Goodstone_Inn_Restaurant-Middleburg_Loudoun_County_Virginia.html,Goodstone Inn & Restaurant,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=119136&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=268380833&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkXSYLtQyuuEt8P_WUBPh7eb3Oe-2ize2oMr53as3-LrKwVQ-dtUE95evynyhFZDeYg&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=12777b94c79df841b2dd5144489d7d046_uHr,0018443982723,4.5,359,#2 of 5 B&Bs / Inns in Middleburg,4.8,4.8,4.7,4.3,FALSE,FALSE,"Newspaper
Canoeing
Fishing
Wine / champagne
Concierge
Wifi
Parking
Pool
Hiking
Baggage storage
Restaurant
Free parking
Massage
Meeting rooms
Bicycle rental
Breakfast available
Express check-in / check-out
Outdoor pool
Picnic area
Free breakfast
Bicycles available
Spa
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
BBQ facilities","Flatscreen TV
Telephone
Bath / shower
Kitchenette
Complimentary toiletries
Bathrobes
Room service
Allergy-free room
Housekeeping
Iron
Hair dryer
Air conditioning
Safe","Suites
Family rooms
Bridal suite
Non-smoking rooms",5.0,"Luxury
Historic Hotel",,,,,,,,,,282,43,20,8,6,5,96,"carriage house
rolling hills
fresh eggs
beautiful property
fire pit
dutch
cottage
suite
mare
stallion
chickens
retreat
virginia
wineries"
58911,Broadway Hotel & Hostel,2651-2657 Broadway,New York,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59023,Emerald Greens Golf Resort,13941 Clubhouse Dr,Tampa,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59256,Renton Inn,219 Sunset Blvd N,Renton,WA,https://www.tripadvisor.com/Hotel_Review-g58704-d251036-Reviews-Renton_Inn-Renton_Washington.html,Renton Inn,,,3.5,25,#1 of 2 B&Bs / Inns in Renton,4.0,4.1,3.3,3.6,FALSE,FALSE,"Free parking
Wifi
Laundry service
Self-serve laundry
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Air conditioning",Family rooms,2.0,,51,Somewhat walkable,Grade: 51 out of 100,51,Restaurants,within 0.75 miles,13,Attractions,within 0.75 miles,10,3,3,3,6,0,5,
59299,Red Carpet Inn & Suites Smithville,37 S New York Rd,Smithville,NJ,https://www.tripadvisor.com/Hotel_Review-g46823-d15113645-Reviews-Village_Inn_Suites-Smithville_New_Jersey.html,Village Inn & Suites,,,2.5,55,,3.2,2.5,2.5,2.3,FALSE,FALSE,"Free parking
Wifi
Hot tub
Free breakfast
Self-serve laundry
Free High Speed Internet (WiFi)
Restaurant",,"Suites
Family rooms
Non-smoking rooms",2.0,,62,Somewhat walkable,Grade: 62 out of 100,15,Restaurants,within 0.75 miles,5,Attractions,within 0.75 miles,5,9,10,7,25,0,11,
59358,Comfort Suites Clarksville,115 Fair Brook Pl,Clarksville,TN,https://www.tripadvisor.com/Hotel_Review-g54955-d1392005-Reviews-Comfort_Suites-Clarksville_Tennessee.html,Comfort Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235137402&geo=1392005&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380837&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb6qGiUX8BrmMWwbTnSCRPerN_hW4NULxxDlPVhxI3cIm&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=16570f48c66b59bae3fe34b9f40fcd227_99X,18445830517,3.5,102,#19 of 38 hotels in Clarksville,4.2,4.0,3.8,3.9,FALSE,FALSE,"Indoor pool
Pets Allowed ( Dog / Pet Friendly )
Dry cleaning
Wifi
Parking
Self-serve laundry
Pool
Tennis court
Free parking
Massage
Golf course
Meeting rooms
Bicycle rental
Breakfast available
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Washing machine
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Desk
Telephone
Flatscreen TV
Refrigerator
Kitchenware
Microwave
Wake-up service / alarm clock
Kitchenette
Iron
Hair dryer
Air conditioning
Safe","Suites
Family rooms
Non-smoking rooms",3.0,"Mid-range
Business",63,Somewhat walkable,Grade: 63 out of 100,60,Restaurants,within 0.75 miles,3,Attractions,within 0.75 miles,39,22,16,13,12,2,19,"clean rooms
waffles
parking lot
the room was nice
staff was friendly
would stay here again
walmart
couch
desk"
59130,Bay Bridge Inn,683 W MacArthur Blvd,Oakland,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60049,Plainview Inn,4005 Olton Rd,Plainview,TX,https://www.tripadvisor.com/Hotel_Review-g56462-d99349-Reviews-Super_8_by_Wyndham_Plainview-Plainview_Texas.html,Super 8 by Wyndham Plainview,,,3.0,179,#5 of 7 hotels in Plainview,3.9,3.2,3.7,3.3,FALSE,FALSE,"Free parking
Fitness Center with Gym / Workout Room
Vending machine
Wifi
Parking
Free breakfast
Pool
Pets Allowed ( Dog / Pet Friendly )
Non-smoking hotel
24-hour front desk
Convenience store
Free High Speed Internet (WiFi)
Outdoor pool
Business Center with Internet Access","Flatscreen TV
Room service
Air conditioning
Microwave","Family rooms
Non-smoking rooms",2.0,,37,Car recommended,Grade: 37 out of 100,25,Restaurants,within 0.75 miles,0,Attractions,within 0.75 miles,31,33,49,34,32,0,12,
59150,Hotel Alexander,306 W 94th St,New York,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59200,Jumer's Hotel & Casino,777 Bally Blvd,Rock Island,IL,https://www.tripadvisor.com/Hotel_Review-g36617-d1200760-Reviews-Bally_s_Quad_Cities_Casino_Hotel-Rock_Island_Illinois.html,Bally's Quad Cities Casino & Hotel,,,4.0,359,#1 of 4 hotels in Rock Island,3.9,4.6,4.0,3.8,FALSE,FALSE,"Indoor pool
Casino and Gambling
Hot tub
Airport transportation
Sauna
Dry cleaning
Wifi
Heated pool
Pool
Conference facilities
Restaurant
Free parking
Banquet room
Meeting rooms
Breakfast available
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Laundry service
Spa
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Flatscreen TV
Room service
Air conditioning
Safe","Suites
Family rooms
Non-smoking rooms",3.0,Business,58,Somewhat walkable,Grade: 58 out of 100,167,Restaurants,within 5 miles,61,Attractions,within 5 miles,149,125,28,24,33,4,78,"large walk in shower
free night
nice casino
casino floor
great room"
59348,Hampton by Hilton Inn Jackson/Flowood Airport Area,115 Hospitality Dr,Flowood,MS,https://www.tripadvisor.com/Hotel_Review-g43780-d1546713-Reviews-Hampton_Inn_Jackson_Flowood-Flowood_Mississippi.html,Hampton Inn Jackson- Flowood,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=139923600&geo=1546713&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=899440&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380837&managed=false&capped=false&gosox=UesAOQ-3U6srp7y5lRpA4fY37RBGMg15qEprW9htWNg6QcaDIdoeaStH9X1x6fcbtTBJMWLqDYB4ZNe5zmZDb8HjlogIn9T5Q3MjwQC2mcEYR-WHwi1khwix1Yl27USd&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=2&cs=1c474db3082b713816fc8c0157ef19f7c_QgC,0018556050317,4.5,589,#2 of 13 hotels in Flowood,4.7,4.7,4.5,4.4,FALSE,FALSE,"Indoor pool
Airport transportation
Dry cleaning
Free airport transportation
Wifi
Heated pool
Self-serve laundry
Pool
Baggage storage
Free parking
Meeting rooms
Breakfast available
Shuttle bus service
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Flatscreen TV
Air conditioning
Microwave","Family rooms
Non-smoking rooms",3.0,"Centrally Located
Business",66,Somewhat walkable,Grade: 66 out of 100,58,Restaurants,within 0.75 miles,3,Attractions,within 0.75 miles,390,122,39,20,18,1,29,"convenient location
shopping and restaurants
front desk staff
hot breakfast
business
ms
hall
employees"
59672,Fairfield Inn & Suites South Boston,1120 Bill Tuck Hwy,South Boston,VA,https://www.tripadvisor.com/Hotel_Review-g58191-d1486179-Reviews-Fairfield_Inn_Suites_by_Marriott-South_Boston_Virginia.html,Fairfield Inn & Suites by Marriott,https://www.tripadvisor.com/Commerce?p=Marriott_BA&src=183965367&geo=1486179&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38059&bucket=934872&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380837&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZ8nz7bDhU_kx-3tGv14vQU4vu_b3-ubSDIdHP3FVLbLM&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1077188d4d61e4f86e6ba00d604e7e560_t0G,18446310595,4.5,113,#2 of 7 hotels in South Boston,4.4,4.6,4.5,4.4,TRUE,FALSE,"Indoor pool
Free parking
Fitness Center with Gym / Workout Room
Breakfast buffet
Wifi
Dry cleaning
Laundry service
Parking
Meeting rooms
Free breakfast
Hot tub
Pool
Non-smoking hotel
Self-serve laundry
Convenience store
Free High Speed Internet (WiFi)
Baggage storage
Business Center with Internet Access","Refrigerator
Air conditioning
Housekeeping
Microwave","Suites
Family rooms
Non-smoking rooms",2.5,"Modern
Business",,,,,,,,,,58,39,11,2,3,2,30,"top floor
shower head
pillows"
58956,Cabins For You,436 E Parkway,Gatlinburg,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58575,AmericInn Lodge & Suites Newton,4401 S 22nd Ave E,Newton,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59154,Kenai Landing,2101 Bowpicker Ln,Kenai,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59645,Sleep Inn & Suites Hiram,181 Metromont Rd,Hiram,GA,https://www.tripadvisor.com/Hotel_Review-g35012-d1415642-Reviews-Sleep_Inn_Suites-Hiram_Georgia.html,Sleep Inn & Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235138099&geo=1415642&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380837&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb0mIpduawq4FpcVYsSSI6JTQr-sykbkLvS4pP6rPFluc&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1c8a0e2647dbd702bcc8de3eaf0f378e9_Ac1,18449152699,4.0,114,#3 of 3 hotels in Hiram,4.6,4.6,4.4,4.3,FALSE,FALSE,"Free parking
Fitness Center with Gym / Workout Room
Breakfast buffet
Kids stay free
Wifi
Laundry service
Parking
Meeting rooms
Free breakfast
Self-serve laundry
24-hour front desk
Breakfast available
Non-smoking hotel
Free High Speed Internet (WiFi)
Business Center with Internet Access","Refrigerator
Air conditioning
Housekeeping
Microwave","Suites
Family rooms
Non-smoking rooms",2.0,,36,Car recommended,Grade: 36 out of 100,43,Restaurants,within 0.75 miles,0,Attractions,within 0.75 miles,66,26,10,7,5,5,15,"front desk
a great stay
stayed for one night
within walking distance
mini fridge
waffle maker
nice place to stay
restaurants and shopping
waffles
recommend this hotel
comfortable beds
pillows"
58960,Ascend Collection Kohea Kai Maui,551 Kihei Rd,Kihei,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58912,Hampton by Hilton Inn & Suites Huntsville Hampton Cove,6205 Highway 431 S,Owens Cross Roads,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59277,Elk View Inn,4622 W US Highway 14,Sheridan,WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59893,Sleep Inn Saraland,1118 Shelton Beach Rd,Saraland,AL,https://www.tripadvisor.com/Hotel_Review-g30824-d1503379-Reviews-Sleep_Inn_Suites-Saraland_Alabama.html,Sleep Inn & Suites,,,4.0,297,#5 of 13 hotels in Saraland,4.4,4.3,4.2,4.2,FALSE,FALSE,"Newspaper
Wifi
Parking
Self-serve laundry
Tennis court
Snack bar
Free parking
Banquet room
Meeting rooms
24-hour front desk
Convenience store
Express check-in / check-out
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Kids stay free
Laundry service
Free breakfast
Non-smoking hotel
Free High Speed Internet (WiFi)","Refrigerator
Flatscreen TV
Microwave
Housekeeping
Air conditioning
Safe","Family rooms
Non-smoking rooms
Smoking rooms available",3.0,"Modern
Family",37,Car recommended,Grade: 37 out of 100,21,Restaurants,within 0.75 miles,1,Attraction,within 0.75 miles,129,89,42,20,17,4,19,yogurt
58942,Studio Lodge Hotel,11254 Vanowen St,North Hollywood,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59163,Chelsea Lodge,318 W 20th St,New York,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59176,Hotel Azure,120 Lafayette St,New York,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60090,Baymont Inn & Suites Snyder,1005 E US Highway 180,Snyder,TX,https://www.tripadvisor.com/Hotel_Review-g56684-d1485092-Reviews-Baymont_by_Wyndham_Snyder-Snyder_Texas.html,Baymont by Wyndham Snyder,,,4.0,345,#2 of 13 hotels in Snyder,4.2,4.4,4.4,4.1,FALSE,FALSE,"Indoor pool
Free parking
Fitness Center with Gym / Workout Room
Breakfast buffet
Wifi
Heated pool
Laundry service
Parking
Meeting rooms
Free breakfast
Hot tub
Pool
Non-smoking hotel
Self-serve laundry
Convenience store
Free High Speed Internet (WiFi)
Business Center with Internet Access","Refrigerator
Flatscreen TV
Microwave
Housekeeping
Air conditioning","Family rooms
Non-smoking rooms",2.0,"Family
Business",,,,,,,,,,162,112,46,13,12,3,18,"in town
shampoo"
5918,Motel 6 Los Angeles - Pomona,2470 S Garey Ave,Pomona,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58959,Glen Falls House & Resort,230 Winter Clove Rd,Round Top,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59020,The Varden Hotel,335 Pacific Ave,Long Beach,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59879,"Great Wolf Lodge Charlotte / Concord, NC",10175 Weddington Road Ext,Concord,NC,https://www.tripadvisor.com/Hotel_Review-g49049-d1424547-Reviews-Great_Wolf_Lodge-Concord_North_Carolina.html,Great Wolf Lodge,,,4.0,"5,010",#1 of 4 Specialty lodging in Concord,4.6,4.4,4.4,3.8,FALSE,FALSE,"Indoor pool
Indoor play area for children
Kids' outdoor play equipment
Evening entertainment
Bowling
Wifi
Heated pool
Parking
Pool
Entertainment staff
ATM on site
Conference facilities
Baggage storage
Restaurant
Free parking
Water park
Banquet room
Meeting rooms
24-hour front desk
Convenience store
Outdoor pool
Business Center with Internet Access
Fitness Center with Gym / Workout Room
Breakfast buffet
Children Activities (Kid / Family Friendly)
Game room
Gift shop
Shops
Laundry service
Spa
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Kids club
Poolside bar","Refrigerator
Flatscreen TV
Microwave
Wake-up service / alarm clock
Room service
Private balcony
Air conditioning
Safe","Suites
Family rooms
Non-smoking rooms",3.0,Family,72,Somewhat walkable,Grade: 72 out of 100,54,Restaurants,within 0.75 miles,4,Attractions,within 0.75 miles,"2,697","1,201",631,271,210,60,100,"water park
all ages
wave pool
life guards
ropes course
pizza
older kids
lazy river
great family fun
magiquest game
indoor waterpark
bowling alley
dance party
whole family
mini golf
family vacation
a lot of fun
my son
donuts
bring your own
year olds
gwl"
59968,Comfort Inn & Suites Alvarado,400 Village Park Dr,Alvarado,TX,https://www.tripadvisor.com/Hotel_Review-g30162-d1486008-Reviews-Comfort_Inn_Suites-Alvarado_Texas.html,Comfort Inn & Suites,https://www.tripadvisor.com/Commerce?p=TABAIndependentHotels&src=235137904&geo=1486008&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=984132&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=268380838&managed=false&capped=false&gosox=Rnc68ag1Z1kBEFxPUSV6GghfKXdUVHtE_HoRN-bTxvQdQx4u-Ti41-fVPabjGIyctTBJMWLqDYB4ZNe5zmZDb4dNjQqKkMo3JbyBDyGoO3rRyC5feqBJozuPyPAUJltb&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=7&inYear=2023&outMonth=7&outYear=2023&def_d=true&bapid=1&cs=1e5849cac8eb661207fa5d92062830751_ifI,18556854109,4.5,188,#1 of 6 hotels in Alvarado,4.7,5.0,4.8,4.8,FALSE,FALSE,"Complimentary tea
Wifi
Parking
Self-serve laundry
Pool
Non-smoking hotel
Baggage storage
Free parking
Vending machine
Meeting rooms
24-hour front desk
Breakfast available
Outdoor pool
Breakfast buffet
24-hour check-in
Washing machine
Kids stay free
Free breakfast
Clothes dryer
Free High Speed Internet (WiFi)","Desk
Telephone
Sofa bed
Refrigerator
Flatscreen TV
Cable / satellite TV
Microwave
Bath / shower
Wake-up service / alarm clock
Wardrobe / closet
Radio
Complimentary toiletries
Housekeeping
Iron
Hair dryer
Air conditioning","Suites
Family rooms
Non-smoking rooms",2.0,Charming,37,Car recommended,Grade: 37 out of 100,17,Restaurants,within 0.75 miles,0,Attractions,within 0.75 miles,139,32,11,2,4,0,36,"waffles
breakfast selection
front desk staff
road noise"
59590,Twin Pines Hotel & Casino,22223 S State Highway 29,Middletown,CA,https://www.tripadvisor.com/Hotel_Review-g32710-d2624273-Reviews-Twin_Pine_Hotel-Middletown_Lake_County_California.html,Twin Pine Hotel,,,4.0,29,,3.7,4.5,4.1,4.2,FALSE,FALSE,"Free parking
Fitness Center with Gym / Workout Room
Wifi
Hot tub
Spa
Bar / lounge
Non-smoking hotel
Free High Speed Internet (WiFi)
Restaurant","Refrigerator
Air conditioning",Non-smoking rooms,,Business,,,,,,,,,,12,10,6,0,1,1,13,
