item,URL,Name,# Star,Date,Title,Description,# Helpful
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,hoofprints,5.0,"May 2, 2021",Good value,My dogs eat it eagerly. Their coats are shiny and they all have great energy.,
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Jo S.,5.0,"August 1, 2019",Good for allergy sensitive dogs,"Older dog, new to us, scratching and itching herself crazy, and no fleas. After a month of eating this food, much less scratching abs she likes it... The cat used to help herself to a few kibbles every morning... She votes for the old food. 😉",2
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Neacie,5.0,"November 2, 2019",Highly recommended for a healthy dog!,My German Shepherd has so much energy after each feeding. My dog loves it mixed with a half can of wet dog food. He is 2 years old now and he has been eating this for almost a year. I highly recommend this food.,One
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Taylor,5.0,"January 16, 2019",Great food.,I have 3 dogs ranging from 8 years to 9 months. They all loved the food and I love that it gives them small solid poops. And it even has glucosamine for joint support. It’s hard to find a high quality dog food for a good price. Looking forward to trying the other flavors.,One
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Amazon Customer,5.0,"January 28, 2019",I have a puppy again!,"Changed my dog food for my Australian Shepherd about a year ago. My 11 year old dog is behaving and has energy like he's 6 years younger. His coat is soft, no scratching. Eyes are bright. Wants to walk, run and play like a puppy again! Victor Hero is my hero!",20
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Mike,5.0,"August 14, 2015",My pup loves it!,"My pup has been a rather finicky eater - but for several weeks now, she still loves this food. The kibble is very, very small. I mix it in with other kibble just to keep up a variety. The price here on Amazon is serious unbeatable.",One
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Amazonlover_21,2.0,"April 7, 2019",Causes severe diarrhea and vomiting,"My dog who is not normally picky at all wouldn’t touch the food after about a week. I thought she was just being particular, but once she ate the food she vomited everywhere and had severe diarrhea. My dog has never had stomach issues either. I don’t know if the bag I got was just bad or if my dog has sensitivity to an ingredient.",3
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Diane K,5.0,"December 9, 2018",5 star dog food from a good company,My dog loves this food &amp; she has healthy bowel movements no more loose stools,One
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Phantom's Ronin,1.0,"December 20, 2016","Great Food, Horrible Supplier","Victor Ultra 42 is the best food for my dogs, however, ""Fat Happy Pets"" sent me the wrong damn Victor formula TWICE in a row!! My dogs need Grain Free...and the formula they sent, again, TWICE IN A ROW, was not Grain Free. So disappointing and upsetting!! Will never order from ""Fat Happy Pets"" again, which is very unfortunate for my dogs, because this is my first choice. I also live in Hawaii and they are the only ones that ship it here for a reasonable price. Have switched to Merrick's....and all four of my dogs love it, but one of my Corsos' stool is much softer and borderline diarrhea now...still so disappointed I cannot get this food here anymore for the reasonable cost I once could...",One
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Big Sky Guy,4.0,"April 23, 2015",Professional dog food for serious owners.,"Nearly perfect. Kibble size is too small for a 85# Labrador. The dogs gain weight, have tons of muscle and shiny dense coats.",7
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Patti,4.0,"December 3, 2016",Four Stars,Dogs still slowly adjusting to change but eating it,One
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Eve,5.0,"June 2, 2018",Five Stars,"The best dog's food. I have a pug and a frenchie, they look very healthy!!!",One
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,H. Pridmore,5.0,"July 29, 2014",Affordable and high quality,"Changed from Wellness Core to this food because Wellness quality seems to have gone downhill, price continues to go up, and this brand came highly recommended by people who do rescue. Very affordable and high quality. My dogs love it.",3
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,duder,2.0,"January 13, 2020",Hard small black poos,Dog didn’t hate food so that was a huge plus. Turned her stool into shiny black nuggets of infinite density. This went on for several weeks until we took her off the food. Her stool returned to normal shortly after changing back. Would not recommend.,
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Pocopat,5.0,"November 5, 2018",Victor Dog Food.,Great dog food. My cattle dogs thrive well on it.,
Victor Super Premium Dog Food Bundle of Hi-Pro Plus Dry Dog Food (40lbs) and Crunchy Dog Treats with Lamb Meal (28 oz),https://www.amazon.com/Victor-Premium-Bundle-Hi-Pro-Crunchy/dp/B0C1HG36JV/ref=sr_1_22?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-22,,,,,,
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,Amazon Customer,5.0,"January 17, 2022","Delish, great ""return"" 😂",None,
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,Zaneta,5.0,"December 30, 2018",Great quality food,Found this on the DogFoodAdvisor website and it has great ratings as far as quality goes. Our dog loves it and we switch between this and other flavors every time we get a new bag. Weve been using this brand since she turned 1 and went off puppy food and have gotten this flavor several times.,2
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,Trish Eckman,5.0,"August 5, 2021",Dogs love it,My dogs love this food!,
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,twb,5.0,"May 26, 2020",my dog likes it,"This kibble has had no recalls, unlike other pricey dog kibble. I mix it with home made food that's really healthy for my Yorkie. He likes it!",
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,Regina Lopez,5.0,"June 23, 2021",Amazing dog food,Amazing! My dogs love it,
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,Gerson d.,1.0,"August 18, 2020",Stinks and FOUL stool,"Once it comes to our dogs’ food we get very picky, I used to travel 100 miles to buy their food every three months. Unfortunately the manufacturer discontinued their food. I have three Doberman Pinschers, they eat anything you give them. After reading the reviews I decided to switch to Victor. They are good eaters. They ate the food, but the food caused constipation. I had to mix Miralax in their meals so they could do number 2 easier. The kibbles have a STRONG smell and are very dark; black in color. OMG when the dogs go to the bathroom, black stools and dreadful smelly. That food gave my male dog allergies that his rectum was inflamed 2 centimeters deep. He had two polyps that needed cauterization, plus I had to pay for the biopsy. Switched them to Kirkland brand made by Costco. Lamb, brown rice, and vegetable formula. THEY LOVE IT. More shinny coat, no foul stools, and no more rectum problems. Best thing it is $30 for 40 lbs!",
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,Briana,5.0,"May 28, 2021",Cleaner fog food than most,Great food for dogs !,
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,Amazon Customer,5.0,"February 20, 2021",Dobermans love it although it makes them a little gassy,My Dobermans want to eat it all day LOL,
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,Nancy,5.0,"January 28, 2020",Best dog food,My dogs love this product. It keeps them filled up longer than many and they seem to like the taste. Ingredients are better than most other dog foods.,
"Victor Super Premium Dog Food â€“ Lamb Meal & Brown Rice Formula - Dry Dog Food for All Normally Active Dogs of All Life Stages â€“ Ideal for Dogs with Meat Protein Allergies, 15 lb",https://www.amazon.com/Victor-Lamb-Brown-Formula-Food/dp/B01IAX8HHQ/ref=sr_1_21?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-21,Everett Burton,5.0,"July 25, 2021",q,Quality,
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Charlotte L. Bloch,5.0,"December 18, 2018",Victor puts out several varieties for different dogs with different needs,"Heard about it from trainers with performance (Schutzhund,police K-9s..) It is geared toward dogs who might need extra bone and hip fortification,excellent ratio of protein to fat.Also it's a smaller kibble making it easy to mix while producing excellent stool quality.This is one of my favorite dog foods that I repeat often.",2
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Folks at the Hill Hobbit House,5.0,"June 5, 2016",Excellent product. My dogs love the food,"Excellent product. My dogs love the food, it is great for them. No problems for my 10 yr Pomeranian who has a sensitive stomach AND my 14 yr old lab still acts like a puppy. Neither of my dogs acts their age at all and since they are such different animals I have to credit this food. Never in my life have I had animals that were so healthy and had absolutely no joint problems either.",2
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Jason Lindamood,5.0,"February 22, 2020",Great dog food,I researched this brand of course. Great quality. Very healthy food. My dog loves. 3years now. Good stools. 😊. I used to subscribe and get it monthly. Local small store had it cheaper. I love buying local.,One
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Raul Perez,5.0,"September 3, 2019",High Quality Dog Food,"My German Shepherd loves it! Been feeding this dog food for 6+ months now. Nice coat, no diahrea, and highly rated ingredients. Just add a cup of water and crack open an egg to top it off, my dog seems to approve.",
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,jake,5.0,"May 23, 2020",speedy shipment,thank you for the fast shipment I will buy every month from you now so thank you for that box was in great condition and dogs love the food.,
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Mary,5.0,"July 6, 2020",Wonderful,Best change I have made for my dogs. They have thrived after switching to this dog food. (My dog's ages are 9-11),
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,James,4.0,"March 27, 2019",Ships very quickly 2 days,Good dog food if it's true what is labeled on the package of the ingredients which I hope it is true,One
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Michael M.,5.0,"May 15, 2019","Victor grain free, great!",No dislikes. Victor a fine USA Texas company. I feed K9 Hero grain free formula. My GSD's really go for this kibble! Only reason I switched from Dr. Tim's grain free to Victor was Victor has 50 lb bags. Virtually the same formula.,2
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Julia Reed,5.0,"October 30, 2020",Love It,"I've always loved this product.My little heroes love it, my kids love it for their little heroes too.",
"Victor Super Premium Dog Food â€“ Purpose - Grain Free Hero Canine â€“ Premium Gluten Free Dog Food for Active Adult Dogs â€“ High Protein with Glucosamine and Chondroitin for Hip and Joint Health, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00B1U7F10/ref=sr_1_18?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-18,Kindle Customer,5.0,"June 20, 2016",I really like their food,"I really like their food. Great quality for the price and it's highly digestible. My dogs love it, but they'll eat anything remotely edible so their discriminatory standards aren't high. Their mama likes to ensure that their basic kibble is a high quality, grain-free, balanced dry food. That allows me to guilt-free throw extras into their bowl. Dog food shamers go criticize someone else--I bite.",2
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Johanna,5.0,"January 7, 2018",Great food,Love this stuff! My old lady is 10 years old and has a ton of energy!,One
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,rebeccal,2.0,"May 19, 2020",stomach issues,"We have used the Puppy/All Ages Grain Free formula. However, when I bought this it gave both of our dogs major GI problems and diarrhea. Perhaps the high protein is just too much for them.",
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,c1nicole,3.0,"October 2, 2014",Good grain free food.,"My dog with cancer needed a grain free food, this shipped fast. Only gave gave 3 stars because he would only eat if I put chicken broth on it. He will eat natures recipe without any doctoring so we changed.",One
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Jose D. Sabeh D.,5.0,"January 1, 2020",Excellent,Excellent dog food,
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Santos,5.0,"July 15, 2019",Great,"Great product! Great food, great poop",
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,jpandjf,5.0,"March 18, 2016","High quality, palatable, relatively affordable","This food seems to be very high quality, highly palatable to my dogs, and the brand has an excellent recall history (i.e., none). I will buy again!",2
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,Dan G,5.0,"January 12, 2019",One of the best Kibbles on the market,Top quality food At a great price,One
"Victor Super Premium Dog Food â€“ Grain Free Ultra Pro Dry Dog Food â€“ High Protein, Low Carb Dog Food for Active Dogs â€“ 42% Protein Dog Food for Sporting Dogs of All Breeds & Sizes, 30 lb",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00DBFSDW8/ref=sr_1_19?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-19,James Walker,5.0,"August 18, 2013",Victor grain free high protein,"Dog loves it, quality is excellent and less filler. The company that shipped it has GREAT customer service. You dont have to feed as much which makes for less dog crap to pick up.",8
