Product,Price,Name,Rating,Age,Gender,SkinConcerns,SkinType,Quality,Effectiveness,Tile,Review,# Helpfull,# Unhelpfull,Date
Balancing Toner,65,Tom60,5,,,,,,, Gentle cleanser. , This is the best skin cleanser I have ever found. It is very gentle and does not leave the skin tight and dry. ,0,0,9/29/2018
Moisturizing Renewal Cream,195,Christian c.,5,45-54,Female,"Radiance, Fine Lines & Wrinkles, Hydration, Dark Circles and Puffiness",Combination,4,, I’m addicted to this cream! ," By far the best skincare product I’ve ever used. I’ve tried everything—all of the luxury lines! Started using this line faithfully for the last year, saw my blunt and honest mother for the first time in over a year. She immediately asked what I was using! ",7,0,2/17/2021
Moisturizing Renewal Cream,195,Hong N.,4,65+,Female,Dark Circles and Puffiness,Oily,4,4, I use it at night ," I use it at night and it make my skin moist and smooth , feel good in the next morning. ",1,0,2/17/2021
Moisturizing Renewal Cream,195,K.W,5,35-44,Female,"Hydration, Radiance, Uneven Skin Tone, Blemish Control",Oily,5,5, K. W , I have been using Revive products (almost everything they make) since 2006 in my 20's. Fantastic result! Love it. ,3,0,2/17/2021
Sensitif Renewal Cream,215,Patricia T.,5,65+,Female,"Firming & Volume Loss, Hydration, Fine Lines & Wrinkles",Dry,5,5, love it , I've used this for several years. I love the smoothness that it gives my skin ,0,0,4/20/2018
Fermitif Neck Renewal Cream,165,Sandra F.,5,65+,Female,"Hydration, Radiance, Dark Circles and Puffiness, Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Don't leave home without it ," I have used this neck cream for decades and since I'm 8 decades old, I really appreciate how good my old neck looks. I also love the rose fragrance. It tempts me to use it liberally and I think that has made the difference! ",0,0,7/15/2019
Fermitif Neck Renewal Cream,165,Victoria w.,3,55-64,Female,"Fine Lines & Wrinkles, Uneven Skin Tone",Normal,3,5, Heads up ," This product, like all Revive products that I've tried, works very well. However, it does stain nightclothes, sheets, any fabric it comes in contact with. I have stopped buying it after replacing many pillowcases. I have written the company but gotten no reply. Stain removers don't work. ",2,0,7/15/2019
Foaming Cleanser,75,Jiaqi T.,5,35-44,Female,"Radiance, Firming & Volume Loss, Hydration",Combination,5,5, I really like the product. , I really like the product. It foams easily with the pleasant scent. And not drying at all. This would be my new favorite! ,4,0,10/7/2019
Foaming Cleanser,75,Justin H.,5,25-34,Male,"Blemish Control, Fine Lines & Wrinkles, Firming & Volume Loss, Uneven Skin Tone, Radiance",Combination,5,5, Exquisite ," This wonderful cleanser is highly effective. The scent is very pleasant, and I love the way my skin feels/looks after I’m done. I’m thankful Revive came out with this! ",3,0,10/7/2019
Moisturizing Renewal Cream,195,Lisa A.,5,55-64,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Firming & Volume Loss",Dry,5,5, Love it. Great texture works , Love it. Great texture works incredible my friends say I look 45 and I’m 63. Yay ,2,1,2/17/2021
Moisturizing Renewal Cream,195,Melanie S.,5,45-54,Female,"Radiance, Firming & Volume Loss, Hydration, Fine Lines & Wrinkles, Uneven Skin Tone",Combination,5,4, Night Cream A++++ ," My first purchase was this night cream and serum. I loved it so much I've purchased so many more products. Like most of Revive's product line, this cream has a fantastic scent. A little goes along way and don't need to use a lot of it to feel hydrated. ",1,0,11/29/2020
Sensitif Renewal Cream,215,Joan B.,5,65+,Female,"Fine Lines & Wrinkles, Hydration",Dry,5,5, Love my Sensitif Renewal cream , This cream assures me that age is only a number cause everybody say I don't look my age ! ,1,0,4/20/2018
Sensitif Renewal Cream,215,Vinita J.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles",Combination,5,5, Incredible Sensitif Renewal Cream , I have used this for years. It is wonderful! ,0,0,4/20/2018
Sensitif Renewal Cream,215,Ann T.,5,,,,,,, 50 but look like I'm in my 30's , I have been using this product for at least 5 years! Love it ,0,0,4/20/2018
Sensitif Renewal Cream,215,Love R.,5,,,,,,, After Facelift , Wonderful on incisions after stitches are removed. ,0,0,4/20/2018
Fermitif Neck Renewal Cream,165,Helen C.,5,45-54,Female,"Radiance, Hydration, Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,4, Neck cream ," Smooth, creamy, not sticky and hydrating. ",0,0,7/15/2019
Fermitif Neck Renewal Cream,165,Paula H.,5,55-64,Female,"Hydration, Firming & Volume Loss, Dark Circles and Puffiness",Normal,5,5, Great Product , Received as a sample gift from Nordstrom’s the  ,2,0,7/15/2019
Fermitif Neck Renewal Cream,165,Tom K.,5,55-64,Male,"Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Works well. Need travel size , Works well. Need travel size ,0,0,3/19/2019
Foaming Cleanser,75,Michelle,5,45-54,Female,"Hydration, Firming & Volume Loss, Fine Lines & Wrinkles",Dry,5,5, New foaming cleanser. Excellent. , My first use I accidently used to much. You only need a tiny bit. It is a wonderful face wash. It left my skin was so soft and dewy. I love it. ,3,0,2/14/2019
Moisturizing Renewal Cream,195,Shu L.,5,55-64,Female,"Fine Lines & Wrinkles, Radiance, Dark Circles and Puffiness",Combination,5,5," Very satisfied, the effect is "," Very satisfied, the effect is very fast and can be seen,l like it ",1,1,11/29/2020
Moisturizing Renewal Cream,195,Lana A.,5,18-24,Female,"Blemish Control, Radiance",Oily,5,5, Love this night cream! I , Love this night cream! I can never go without it again. ,1,2,11/29/2020
Moisturizing Renewal Cream,195,Jenny K.,5,45-54,Female,"Hydration, Dark Circles and Puffiness, Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, It’s great! , It’s great! ,1,5,11/29/2020
Sensitif Renewal Cream,215,Happy E.,5,,,,,,, Sensational moisturizer ," I am a person who enjoys the sun and loves going for walks, which is not ideal for ones skin. However with ReVive Sensitif my skin is well protected while having a healthy glow. I find I don't need a hat while I am in the garden as the ReVive product really does create a protective barrier and it feels so light on the skin and gives such wonderful moisture. Also I do suffer from sensitive skin and can only use hypoallergenic products so ReVive is perfect. And I've noticed that some of the reviews say that ReVive is expensive and I disagree completely when compared to other products on the market. I find that ReVive lasts a long time, so really it is great value for truly wonderful results. ",1,1,4/5/2015
Fermitif Neck Renewal Cream,165,Elena M.,1,35-44,Female,"Hydration, Dark Circles and Puffiness",Combination,2,1," from the first day of use, the difference is not visible "," I just started to use this product, but I see no change ",1,1,3/19/2019
Foaming Cleanser,75,Km,4,25-34,Female,,Oily,5,4," Good product, goes a long way! "," Love that I needed to use very little of the product to wash my face. I found it easier to use if I lather it in hands before applying to face. If used that way, it foams nicely and comes off easily. My only negative is it leaves my face feeling a little too tight, but nothing a little moisturizer can't fix. ",1,1,2/14/2019
Foaming Cleanser,75,Niki Y.,4,35-44,Female,"Blemish Control, Radiance, Hydration, Firming & Volume Loss, Fine Lines & Wrinkles",Normal,4,4, Very good product , This face wash product is not tight after useã€‚But it is very clean. The skin feels soft and very comfortable ,0,2,2/14/2019
Moisturizing Renewal Cream,195,Joy C.,5,35-44,Female,"Uneven Skin Tone, Hydration, Blemish Control, Fine Lines & Wrinkles",Combination,5,5, AMAZING product! My acne scars ," AMAZING product! My acne scars are fading faster than I expected. This cream also refines my skin texture. I am so happy I found this product. I started with a small size, but after only using it for 3 nights I already ordered the big size. You only need a little bit of product to cover your whole face and yet this is very effective. ",4,0,11/29/2020
Sensitif Renewal Cream,215,Katie17,5,,,,,,, Excellent results with first application! ," I am not someone who writes gushing reviews. Having said that, this product produced visible improvement of my skin with the first application of a sample I was given, It is the perfect consistency, my skin looked well hydrated, but without the residue that thicker creams can leave. Lines were less pronounced and I did not develop that afternoon ""shine"" . But the selling point for me was how well and rapidly it left my face smoothed, clarified and absolutely luminous. I've always used good products but have never seen my skin look really lovely, so quickly. Despite the price (which hurts) , I bought a jar the same day. It's a superlative product. ",2,0,4/5/2015
Sensitif Renewal Cream,215,R F.,5,,,,,,," Smooth, comfortable moisturizer with spf that goes well... ", I really like this cream as it goes well over a serum or alone. The best thing is the high SPF that wears well under makeup. Most sunscreens are horrible under foundation. It smells good too. ,0,0,4/5/2015
Fermitif Neck Renewal Cream,165,Natalia S.,3,,,,,,," Nice cream, nothing special "," Nice cream, nothing special ",1,0,3/19/2019
Foaming Cleanser,75,Jamie L.,5,25-34,Female,"Radiance, Blemish Control",Combination,5,5, FABULOUS. ," This is the best cleanser I have ever used. From the foam to how well it takes off my makeup, I don't think I can use any other brand. Thank you ReVive! ",2,0,2/14/2019
Moisturizing Renewal Cream,195,Pamela,5,55-64,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Hydration, Firming & Volume Loss, Radiance",Combination,5,4, Great overnight cream , I wake up moisturized and with dewy skin ,2,4,6/30/2020
Fermitif Neck Renewal Cream,165,Shanette J.,5,45-54,Female,"Radiance, Firming & Volume Loss, Dark Circles and Puffiness, Fine Lines & Wrinkles, Blemish Control",Oily,5,5, Neck cream , I love this product. It smells good. I hope it helps with my concerns. I hope to see more firmness on my neck soon. ,1,0,3/19/2019
Fermitif Neck Renewal Cream,165,Helen C.,5,45-54,Female,"Firming & Volume Loss, Hydration",Normal,5,4, Firming neck cream ," Wondrful product, have been using it for over 5 years ",0,0,3/19/2019
Foaming Cleanser,75,Jenny,5,55-64,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, love it , i only need to use very little of it. it foams up well with water and comes off easily. leaves my face felling clean and smooth. ,1,0,2/14/2019
Foaming Cleanser,75,Chrissy,4,35-44,Female,"Radiance, Hydration, Uneven Skin Tone, Dark Circles and Puffiness",Dry,5,5, Love this foaming cleanser , I am really enjoying using this cleanser in the shower. It is so fun to foam up and use twice a day. Wish it was safe to remove eye makeup. ,1,0,1/10/2019
Moisturizing Renewal Cream,195,Jennifer H.,5,35-44,Female,"Radiance, Firming & Volume Loss, Uneven Skin Tone, Fine Lines & Wrinkles",Combination,5,5, I can feel it working! , I can feel it working! Skin feels amazing after. ,1,2,6/30/2020
Moisturizing Renewal Cream,195,Joan D.,5,65+,Female,"Fine Lines & Wrinkles, Radiance, Firming & Volume Loss, Hydration, Uneven Skin Tone",Dry,5,5, Wonderful night-time moisturizer , I have been using this for decades and it works to smooth and soften fine lines and wrinkles. It keeps skin looking fresh and healthy. ,5,0,6/30/2020
Fermitif Neck Renewal Cream,165,Teena C.,5,45-54,Female,Fine Lines & Wrinkles,Dry,5,5, I like it. , I noticed less crepiness a the bottom of the neck whilst using this cream. ,1,0,10/30/2018
Foaming Cleanser,75,Sue R.,5,55-64,Female,"Radiance, Firming & Volume Loss, Fine Lines & Wrinkles, Dark Circles and Puffiness, Uneven Skin Tone",Dry,5,5, Foaming Cleanser is the Bestq ," This foaming cleanser is amazing, it cleans my face with a softeness that is unbeatable. And it hydrates without any residue or oily feeling. I get comments all the time on my skin thanks to this product. ",2,0,1/10/2019
Moisturizing Renewal Cream,195,Yu Z.,5,55-64,Female,"Hydration, Firming & Volume Loss, Fine Lines & Wrinkles, Dark Circles and Puffiness, Blemish Control, Radiance, Uneven Skin Tone",Dry,5,5, excellent product. My mother is , excellent product. My mother is over 50 and always longing for some items to UV protective and moisture enough. She got this one and it turns amazing for her skin. Her skin used to be complex but now bright and less wrinkled. The condition can last for over 20 hours. Strongly recommend this item. ,5,0,6/30/2020
Fermitif Neck Renewal Cream,165,Deborah M.,5,65+,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness, Radiance, Uneven Skin Tone, Firming & Volume Loss",Combination,5,5, Excellent , Great product. Great for my skin. Great smell! ,1,0,10/30/2018
Fermitif Neck Renewal Cream,165,Barbara D.,5,55-64,Female,"Dark Circles and Puffiness, Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,5, Can it be? ," I have tried so many neck creams for this hard to help part of my skin. The sample size was generous enough that I could try the product for more than a week. My neck is smoother, firmer and less crepey after a week of using it every night. I'm going to invest in the full size after the good experience I had with the sample. ",4,0,10/30/2018
Fermitif Neck Renewal Cream,165,Etty G.,5,25-34,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Hydration",Combination,5,5, Great product , Loved the product and how it moistures my neck! ,0,0,10/30/2018
Foaming Cleanser,75,Demet K.,4,35-44,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Normal,4,4, Foam cleanser ," Scent of Revive foam cleanser is like a breath of fresh air, very pleasant, not overpowering. It foams easily and easy to rinse off. It feels the skin extremely smooth, initially it felt unnatural but after using it for sometime it feels great. It leaves you with a clean, refreshed feeling. It feels a bit dry but nothing like a good moisturizer cannot handle and you feel like your skin absorbs the moisturizer even more after the cleanser. ",0,0,1/10/2019
Foaming Cleanser,75,Ordinary C.,5,45-54,Female,"Fine Lines & Wrinkles, Uneven Skin Tone, Blemish Control",Combination,5,5, New Favorite ," Having been a fan of La Prairie, La Mer and Chantecaille foam cleansers, this cleanser is better than all of them - no question. Foams beautifully with a fresh scent - skin is left glowing and almost poreless. Need less than the size of a dime of product for rich, beatiful foam. New favorite product for the foreseeable future. Just wish Revive would make a gel/cream or other moisturizers w/out SPF (as I prefer my own thank you) and I'd be committed to the entire line. ",2,0,1/10/2019
Foaming Cleanser,75,Linda H.,5,45-54,Female,"Radiance, Firming & Volume Loss, Fine Lines & Wrinkles, Hydration",Normal,5,5, Foaming cleanser , Great gentle exfoliation and lather. ,0,0,1/10/2019
Moisturizing Renewal Cream,195,Mar M.,5,45-54,Female,"Radiance, Firming & Volume Loss, Hydration",Dry,5,5, Another level , I have tried many different night creams and serums that were OK. When I first tried moisturizing renewal I couldn’t believe how my skin felt and look after the first use. I am not kidding. I am definitely buying this again. It’s a little more expensive than some of the other creams I’ve used but so worth the results I have received! You don’t need to use a lot a little goes a long way. ,4,0,6/30/2020
Fermitif Neck Renewal Cream,165,Gail G.,4,45-54,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Dry,4,4, Great product , Received this product as a sample and I really enjoyed this neck cream. It was thick without being greasy. Provided dry skin relief and felt great going on. A faint scent which is a huge plus in my opinion. I would consider buying to determine if long term use helps with firmness and elasticity. ,0,0,10/30/2018
Fermitif Neck Renewal Cream,165,Ellie G.,5,65+,Female,"Hydration, Firming & Volume Loss",Dry,5,5, Fermi tif neck cream , Have used for 10 yrs. very pleased with product ,1,0,10/6/2018
Moisturizing Renewal Cream,195,William I.,5,25-34,Male,"Radiance, Fine Lines & Wrinkles, Dark Circles and Puffiness",Combination,5,5, A nightly mainstay ," I use the moisturizing renewal cream nightly and would not go a single night without it! It hydrates, brightens, and smoothens producing a refined and polished look. As a physician, I can attest to the high quality and science behind the ingredients in ReVive products, and this product does not deviate! It is a must have in anyone's skincare regimen. ",6,0,5/19/2020
Fermitif Neck Renewal Cream,165,Kathleen B.,5,65+,Female,"Dark Circles and Puffiness, Radiance, Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, PERFECTION , PROTECTION FROM HARMFUL SUN EXPOSURE WITH EFFECTIVE NECK MOISTURIZING AND TIGHTENING. I OFTEN USE IT AROUND THE EYE AREA AND NASO-LABIAL PARENTHESES ,0,0,10/6/2018
Fermitif Neck Renewal Cream,165,Cynthia K.,5,45-54,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness, Firming & Volume Loss, Hydration","Normal, Combination",5,5, Neck cream , Very happy with the product ,0,0,10/6/2018
Moisturizing Renewal Cream,195,Lynn W.,5,55-64,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Hydration, Uneven Skin Tone",Combination,5,5, Nightly Cream ," Love , Love ,Love this product. First product I ever used of Revive. It was recommended that I use it for 14 days with no other products, I was able too and it was a game changer. Several of my friends were asking what I had done. Now use all the skincare products. Love it. ",5,0,5/19/2020
Moisturizing Renewal Cream,195,Joo L.,1,35-44,Female,Hydration,Dry,1,2, Irritated my skin , I requested to return this item. ,2,2,5/19/2020
Moisturizing Renewal Cream,195,Jih C.,5,35-44,Male,"Blemish Control, Radiance, Uneven Skin Tone, Hydration",Combination,4,4, The best night cream I have had ," This is definitely the best night cream I have never had. The moistures, and renews my skin every single night. When I was particularly tired (and lazy) I just applied the cream on my face, without other product, and massage it on my face. The next morning I was still as glowing as usual. After 2 weeks of use, I noticed the blackheads on my nose disappeared. One thing that bothers me is that I can't apply another layer of mid-night sleeping mask. ",1,2,5/19/2020
Moisturizing Renewal Cream,195,Weimin Z.,5,35-44,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness, Hydration",Dry,5,4, It's great! ," This is my second of the cream. Use it to make the skin smooth and delicate, and the acne will disappear quickly. Recommend! ",1,0,5/19/2020
Moisturizing Renewal Cream,195,Kim H.,5,35-44,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness, Hydration",Dry,5,5, Great product ," Very moisturizing and provides super hydration. I experienced a slight tingling the first few nights of use; however that has subsided. I've only used for a few weeks so far, but I've seen a great improvement in skin texture and smoothness. I will for sure buy this product again. ",3,0,12/30/2019
Fermitif Neck Renewal Cream,165,Cm,5,35-44,Female,"Uneven Skin Tone, Firming & Volume Loss, Blemish Control, Hydration, Radiance",Combination,5,5, Fermitif Neck Renewal Cream , This cream is absolutely amazing!! My mom and I both use this cream and have seen pleasing results in our neck area. The skin appears tighter and smoother. And the cream is extremely moisturizing. ,0,0,10/6/2018
Moisturizing Renewal Cream,195,De L.,5,35-44,Female,"Uneven Skin Tone, Radiance, Hydration, Blemish Control",Combination,5,5, Magic! ," My skin responds to this cream like no other. Unsightly sebum on T-Zone disappears, skin stays youthful and glowing. ",0,1,12/30/2019
Moisturizing Renewal Cream,195,Rachita,5,45-54,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Hydration, Uneven Skin Tone, Radiance",Dry,4,4, Dramatic change , I’ve been using this product for years. Entering my 50s and my skin looks amazing. ,0,0,12/30/2019
Moisturizing Renewal Cream,195,Nikki B.,1,25-34,Female,"Hydration, Dark Circles and Puffiness",Normal,1,1, Do not use if you have sensitive skin , Made my face inflame from using it once. Both sides are red and swollen. If you have sensitive skin I wouldn’t recommend this product. Burns when applying ,0,0,12/30/2019
Fermitif Neck Renewal Cream,165,Ethel K.,5,65+,Female,"Hydration, Firming & Volume Loss, Uneven Skin Tone",Combination,5,5, Fermitif Neck Renewal ," I have been using this product for years and I never found another product that works as well! It keeps the skin hydrated and firm. I am over 65 years old and people tell me all the time that I look 10 year younger, so I can tell you that this product is worth it! ",1,0,10/6/2018
Moisturizing Renewal Cream,195,Katherine S.,4,35-44,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Dark Circles and Puffiness",Normal,3,4, saw noticeable results after the , saw noticeable results after the first application ,1,0,12/30/2019
Moisturizing Renewal Cream,195,Jessy H.,5,25-34,Female,"Hydration, Firming & Volume Loss",Oily,5,5, Less pores and smoother skin , Less pores and smoother skin after several days of applying the product. ,0,0,10/13/2019
Fermitif Neck Renewal Cream,165,Jan C.,5,65+,Female,"Fine Lines & Wrinkles, Uneven Skin Tone, Firming & Volume Loss",Normal,5,5, Another must , Have been using this neck cream as long as I can remember and wouldn't be without it. ,1,0,7/26/2018
Moisturizing Renewal Cream,195,Bernie,1,55-64,Female,Firming & Volume Loss,Normal,1,1, Moisterizing renewal cream nightly retexturizer ," I purchased this along with other items from ReVive. I have used the neck cream before and I really like it so I took the plunge and purchased several products from this line. I was really excited when I read the reviews, which were very positive about the nighttime moisturizer. I have been using this cream for about 2 months. I started to notice dark spots about a month ago. Since then they have grown larger and multiplied. I thought if I gave this cream more time, they would go away, but they are getting worse. I use a sunscreen, spf 50. I have always received complements on my skin, but now it is a mess and getting worse by the day. ",1,0,10/13/2019
Moisturizing Renewal Cream,195,Marjorie Z.,4,65+,Female,"Fine Lines & Wrinkles, Uneven Skin Tone, Hydration",Normal,2,3, My revive products ," I really like the night cream, but the day cream I would not buy again. ",0,0,10/13/2019
Fermitif Neck Renewal Cream,165,Dawn J.,5,55-64,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Hydration",Normal,5,5, A treat for your neck And dŽcolletŽ area ," This product is a lovely treat to help nourish and smooth out wrinkles on your neck and dŽcolletŽ area. It smells lovely and has sun protection as well. I highly recommend giving it a try, you won't regret it. ",0,0,7/26/2018
Fermitif Neck Renewal Cream,165,Lisa T.,5,55-64,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Dry,5,5, Lovely neck cream ," A lightweight cream that will leave your neck feeling soft, smooth and supple. ",1,0,7/26/2018
Moisturizing Renewal Cream,195,Gwen J.,5,65+,Female,"Hydration, Firming & Volume Loss, Fine Lines & Wrinkles",Combination,5,5," Love this product, it's helped "," Love this product, it's helped to slow down the aging.  ",3,0,10/13/2019
Moisturizing Renewal Cream,195,Susan C.,5,55-64,Female,"Hydration, Dark Circles and Puffiness, Fine Lines & Wrinkles, Uneven Skin Tone","Combination, Normal",5,5, I have been using this , I have been using this product for over 5 years now and my skin is always nice and soft in the morning. ,2,1,10/13/2019
Moisturizing Renewal Cream,195,Yolande J.,4,65+,Female,"Dark Circles and Puffiness, Hydration, Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,3, I am only using it ," I am only using it for two weeks, so far I like the neck cream, the eye cream the moisturizing cream is ok I need to use it for a month and at that time I would evaluate the texture, and condition, of my skin. Then I could say more. ",0,0,5/28/2019
Fermitif Neck Renewal Cream,165,Iris S.,5,55-64,Female,"Radiance, Hydration",Dry,5,5, One of a kind skin quencher , Goes on smoothly and absorbs quickly. ,0,0,7/26/2018
Fermitif Neck Renewal Cream,165,Gina S.,5,45-54,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Dark Circles and Puffiness, Hydration",Combination,5,5, Fabulous Neck Cream , Have been using this neck cream for years and I love it! ,0,0,7/26/2018
Moisturizing Renewal Cream,195,Michelle B.,5,45-54,Female,"Dark Circles and Puffiness, Uneven Skin Tone, Blemish Control, Hydration, Radiance, Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Michelle B. ," I love this cream! In just a weeks time it has changed my skin making it softer, smoother, and definitely has helped with fine lines. This amazing cream has also restored my skins youthful glow. ",2,0,5/28/2019
Moisturizing Renewal Cream,195,Sarah C.,5,25-34,Female,"Radiance, Blemish Control",Oily,5,5, Really Work , I can see the improvement for my oily skin with few days application. ,2,0,5/28/2019
Moisturizing Renewal Cream,195,Charles C.,5,65+,Male,"Fine Lines & Wrinkles, Firming & Volume Loss, Radiance, Hydration",Normal,5,5," Excellent product, very penetrating, my "," Excellent product, very penetrating, my skin glows, never looked better. ",1,1,5/28/2019
Fermitif Neck Renewal Cream,165,Carolyn S.,5,65+,Female,"Fine Lines & Wrinkles, Radiance, Hydration, Blemish Control, Firming & Volume Loss",Dry,5,5, WONDERFUL PRODUCT! , I HAVE USED FERMITIF FOR YEARS. WOULDN'T BE WITHOUT IT. ,0,0,5/15/2018
Moisturizing Renewal Cream,195,Lisa E.,5,45-54,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,4, best night cream , I have been using this cream for a few years and love it! I tried switching to save a few bucks but realized very quickly that it was worth the price. ,2,1,5/28/2019
Moisturizing Renewal Cream,195,Letonia H.,5,45-54,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Uneven Skin Tone",Combination,5,5, An effective product! , My skin responded the first night I used this product! I’m very pleased with how this product is eliminating fine lines and aiding in reducing my uneven skin tone. Very pleased with this product!! ,1,0,3/25/2019
Fermitif Neck Renewal Cream,165,Lisa V.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,5, This works !!! , Love this cream... firms my neck and gets rid of the sagging neck Buy this !!! ,1,0,5/15/2018
Fermitif Neck Renewal Cream,165,Raquel H.,5,45-54,Female,"Fine Lines & Wrinkles, Hydration, Radiance, Firming & Volume Loss, Uneven Skin Tone",Dry,5,5, No more crepey neck! , I love this product. The performance and the scent are both worth the price. I was also very happy with how it evened out the over all color of my chest. ,1,0,5/15/2018
Fermitif Neck Renewal Cream,165,Sherry R.,5,65+,Female,"Firming & Volume Loss, Hydration",Combination,5,5, Neck crime , Love the product keeps my neck soft and is not greasy at all if I don't use it my neck can get ,0,0,5/15/2018
Fermitif Neck Renewal Cream,165,Donine H.,5,45-54,Female,"Uneven Skin Tone, Firming & Volume Loss, Fine Lines & Wrinkles, Hydration, Radiance",Combination,5,5, Real Results Backed by Science ," I've been using RŽVive Skincare since age 38 and I'm now 51. No one ever believes me when I tell them my age. :) People usually think I'm, well, 38/39! I've had zero cosmetic surgery, zero fillers, only Botox for Migraine, for several years, which isn't placed where it would have significant cosmetic benefits.  ",5,0,5/15/2018
Fermitif Neck Renewal Cream,165,Leah,5,,,,,,, I love this cream it's the only thing I can see that really works ," A friend gave me 2 jars of this cream a couple of years ago. I use it on neck chin and sometimes around mouth and on forehead too. Not every night ,but maybe 3 times a week- I see lines disappearing and I'm 66 yrs old. I also had 3 skin pen treatments (very expensive but dont think they worked on my fine lines too good )but I think this cream is what's doing the job. Don't know whats in it but its worth it! ",0,0,10/7/2016
Moisturizing Renewal Cream,195,Joelle A.,5,45-54,Female,"Fine Lines & Wrinkles, Radiance, Hydration, Firming & Volume Loss",Normal,5,, Night cream , the is the best cream i have ever used. i tried the other upper scaled face creams and this one is the best by far. My skin is so soft from using it everyday. If you are new to revive start with this cream for day and night. if it works for you then purchase the day cream in addition to this one. ,0,0,3/25/2019
Fermitif Neck Renewal Cream,165,Ginger,5,,,,,,, Great neck cream , I low this neck cream so much! It's very light and super moisturizing! Plus the smell is so lovely! I really really hope ReVive will develop a face cream version! ,0,0,10/7/2016
Fermitif Neck Renewal Cream,165,Rachel,5,,,,,,, Addicting , I have been using this product for about a month. I love it! It is part of my daily and nightly routine now. I have noticed more hydration on my neck since using this. It is lighter weight than using regular lotion. I believe this area has sensitive skin and needs extra care - which this product helps to accomplish. ,0,0,10/7/2016
Fermitif Neck Renewal Cream,165,Webbie73,5,,,,,,, This is the best product for firming delicate neck tissue ," Revive products have created a very youthful look with my face, but suddenly I noticed that my neck did not match. I started using Fermitif Neck Renewal Cream and within a month, I did not have to wear a scarf or high neck to hide my blotchy neck. I am thrilled with the firm appearance and texture of my skin. ",0,0,10/7/2016
Fermitif Neck Renewal Cream,165,Paka,5,,,,,,, Excellent neck cream ," I love how it feels, smell, and works. I have used it for over a year, and bought it again in the art box. ",0,0,10/7/2016
Moisturizing Renewal Cream,195,Stacey G.,5,35-44,Female,"Firming & Volume Loss, Hydration, Blemish Control, Fine Lines & Wrinkles, Uneven Skin Tone, Radiance, Dark Circles and Puffiness",Combination,5,5, Overnight results! , My skin was in trouble after a harsh winter and looked ruddy and bumpy. I saw immediate results after only 1 night of use and my complexion looks perfectly smooth and hydrated after only 3 nights! I'm so happy with this product and highly recommend it. ,1,0,3/25/2019
Moisturizing Renewal Cream,195,Elena M.,5,35-44,Female,"Dark Circles and Puffiness, Hydration",Combination,5,5, The best product , Work as well with GLYCOLIC RENEWAL PEEL TREATMENT PACK ,0,1,3/25/2019
Fermitif Neck Renewal Cream,165,Carol77,5,,,,,,, Excellent product! , I am 77 and have had plastic surgery in the neck area. Thank God for ReVive products and Fermitif in particular. My neck looks like that of a much younger woman. I use it regularly and it protects my skin from a dry climate and from becoming loose and wrinkled. ,0,0,10/30/2012
Moisturizing Renewal Cream,195,Gloria,5,65+,Female,"Hydration, Dark Circles and Puffiness, Fine Lines & Wrinkles, Uneven Skin Tone, Firming & Volume Loss",Oily,5,5, Eye cream! , A little pricey but very well work the money. Try it because that's the only way you will be convinced!!!! ,2,0,3/25/2019
Fermitif Neck Renewal Cream,165,Tom60,5,,,,,,, A man's point of view , This produce helps reduce razor burn and corrects dryness from starched collars. It smooths out fine lines and wrinkles and firms the skin. ,0,0,10/30/2012
Moisturizing Renewal Cream,195,Tara C.,5,35-44,Female,"Hydration, Blemish Control, Fine Lines & Wrinkles",Combination,5,5, Moisturizing renewal cream , My go to moisturizer. Gives my skin a glow like no other and I constantly get compliments when using this moisturizer. ,0,0,1/5/2019
