Name,Stars,Date,Title,Description,Helpful,Not_Helpful
Melinda B.,5,2023-04-02,Chicken Lickin’ Good Popcorn Dog food topper,I mix it with my puppy dry food and he loves it. I would recommend to buy it your puppy. ,0,0
MaKayla J.,5,2023-04-02,Love using this service!,Toby loves the adult chicken and rice meals! Thank you bark for always being on time with shipments!!! ⭐️⭐️⭐️⭐️⭐️,0,0
Audra L.,5,2023-04-01,loves this product,LuLu my 2 yr old Rottie wasn't eating her dog food. I brought this product and put 2 in her bowl and she now looks forward to her Breakfast and DInner.,1,0
Rhonda R.,5,2023-03-31,Chewy and Enticing,My dog loves these little morsels! Two Paws up!,0,0
Paula M.,5,2023-03-31,Toppers ,Deason really likes them,0,0
Heather M.,5,2023-01-19,It’s a hit ,All 3 of my dogs go crazy for this!,0,0
Elizabeth B.,5,2023-01-19,Pumpkin meal topper,"My pups love this product. When I put this on their food, they can’t wait for me to put their bowls down ",0,0
Michael W.,5,2023-01-18,Worked great,My dog loved the frozen pumpkin ,0,0
Jennifer J.,4,2023-07-07,I’m not sure ,He kinda doesn’t take to this ,0,0
Abigail J.,4,2023-07-06,Better for frozen treat,The spices and flavors are a little too strong for a food topper. But my pup loved it frozen in the Pupsicle! ,0,0
Erin T.,5,2023-02-05,She’s excited! ,"Our pup, a purebred Aussie, has never gotten excited at meal time until we started her on BARK Kibble of the Sea. Now, her internal food timer is in tune and she absolutely loves her meals. Plus, her coat is looking healthier than ever! ",0,0
Selina G.,5,2023-02-03,Chef’s kiss!,Ruger loves it!,1,0
Maggie C.,5,2023-02-03,Eats it right up!,My dog loves kibble of the sea.  First food she’s been on that has no side effects and she doesn’t get sick of!,0,0
Nolynn S.,5,2023-01-30,Love it!,Love it!  Going to subscribe.,0,0
Linda R.,5,2023-01-21,Itchy Pitt,Our pitty  Milo is always itching and scratching no matter what kind of food we got him. He has terrible skin allergies. Since starting bark itching and scratching has decreased at least 80% and he loves the food!,2,0
Mary w.,5,2023-01-21,Sammy loves his itty-bitty bites!,It took him a moment to warm up to it but now he eats every last bite. Not a crumb left!,0,0
Shawn A.,5,2023-01-20,Delicious ,My dog has gotten fat since she been eating this dog food. 😂,0,0
Judy D.,5,2023-01-20,Itty bitty chicky,"Buster really likes this food, so ill keep getting it. Thanks.",0,0
Stacy D. L.,5,2023-01-19,You can’t beat it!,"My younger pup steals Ama’s  food all the time, because it tastes too good to pass up!",0,0
Erin F.,5,2023-01-19,Cecilia Approved!,"Cecilia is a chihuahua mixed with a toy fox terrier (a ""Taco Terrier"", if you will) who is 15 years old. She loves this food and has no issues eating it, even with her little old lady teeth. ",0,0
GHOST R.,5,2023-01-24,Chomping away,We actually have 4 dogs and they are all loving the food. Ghost is the food motivator so he eats very well. Have to get him to stop intimidating his brothers as he kicks them out of the food area at feeding times. He is getting better but he is def our eater lol. Thanks for all the good you are all doing. ❤ ,0,0
Jeanna P.,5,2023-01-24,Scout loves it,Scout our Lab seems to really like it ,0,0
Sasha M.,5,2023-01-22,Picky Eater Loves This Stuff,"Rogue is a rescue and as you all know they are usually non-picky eaters (they're just happy to be loved and have food). But noooo, not this guy, he is as finicky as they get, and because it is my job to spoil him, I have tried a ton of different hard food (he gets soft food, too).  Cock-a-Doodle Chew is his absolute favorite.  I am so happy he is happy! ",0,0
Jamie W.,5,2023-01-21,Yum,Kimber took right to her new food head strait into the new bag lol . ,0,0
Sandy G.,5,2023-01-21,A favorite!,Louie loves this new food!!,0,0
Barbara C.,5,2023-04-18,Dogs,I added this to their breakfast and they gobbled it right up!,2,0
Sheena P.,5,2023-04-18,Beat Tooper on the Market!!,My pup looooves this. All I have to do is dust the top of her breakfast or dinner and she instantly goes for it!!,0,0
Rachel T.,5,2023-04-16,They love it,Wonderful ,2,2
Tamara Z.,5,2023-04-16,Great Topper,The dogs love it! Even my picky eater will eat whatever I put this topper on!,1,3
Melanie C.,5,2023-04-15,Tasty!,My 7 month old has turned into a picky eater but the topper got him to eat again. ,2,1
Paula M.,5,2023-03-31,Toppers ,Deason really likes them,0,0
Tongia G.,5,2023-03-31,Dog food topper ,I don’t know if I read it wrong but I thought if I bought the  popcorn food topper it came with a free item. ,0,0
Clark S.,5,2023-03-30,High Quality!,Our three dogs go absolutely nuts for this topper! It is high quality and they love it.  Worth every penny!,0,0
Rebecca R.,5,2023-03-30,My dogs obsessed,My dog is obsessed with these food toppers. He gets so excited when I pull them out and add them to his food. They seem like they’re made of good quality ingredients. And they live up to the standard that I have for bark boxes’ treats.,0,0
Laura W.,5,2023-03-30,Yummy jazzy food,Jazzy said yummys ,0,0
Abigail J.,4,2023-07-06,Better for frozen treat,The spices and flavors are a little too strong for a food topper. But my pup loved it frozen in the Pupsicle! ,0,0
Alyxx B.,4,2023-03-22,Tasty,"Max likes it dry as a topper, but is not a fan of it as a broth. ",0,0
Laurie G.,4,2023-01-19,Pumpkin Spice Topper,Both my dogs loved it. First time I mixed it with cottage cheese and it was a hit! But they also enjoy it in their dry food. 🙂,0,0
Alissa O.,3,2023-07-05,One of 2 dogs love it,One of my dog never like pumpkin so he won't eat this Pumpkin food topper but my other dog love it.,0,0
Angela N.,3,2023-04-15,Max,He wasn't too interested in this one,0,0
Linda R.,5,2023-01-21,Itchy Pitt,Our pitty  Milo is always itching and scratching no matter what kind of food we got him. He has terrible skin allergies. Since starting bark itching and scratching has decreased at least 80% and he loves the food!,2,0
Zoe Romero Becker Ronny S.,5,2023-01-21,He loves it,Perfect ,0,0
Vicky H.,5,2023-01-21,Loving Bark,It seems like yoshi is really enjoying it.,1,0
Mauri C.,5,2023-01-20,Kibble of the Sea,Stella loves it.  No hesitation in chowing down. ,0,0
Amy M.,5,2023-01-19,yummy kibble,she loves it,0,0
Erin F.,5,2023-01-19,Cecilia Approved!,"Cecilia is a chihuahua mixed with a toy fox terrier (a ""Taco Terrier"", if you will) who is 15 years old. She loves this food and has no issues eating it, even with her little old lady teeth. ",0,0
Vickie W.,5,2023-01-19,It’s a hit!,My dogs like this food with sprinkles on it.  So far so good.  ,0,0
Margie K.,5,2023-01-19,Lil Tank,He loves this food if he has to eat dog food lol,0,0
Denise Z.,5,2023-01-19,Happy dogs!,I have three chihuahuas and they all love this food,0,0
Lisa G.,5,2023-01-19,Picky Eaters Rejoice,My Cheddar and Mac both LOVE this food. My Macaroni is a very picky eater and so far he has not tired of this food!!!!!,0,0
Sandy G.,5,2023-01-21,A favorite!,Louie loves this new food!!,0,0
Lisa S.,5,2023-01-20,Astro & Elliott love it,"My Boxers love this food.  No switch over issues, firm stools, meets AFFCO recommendations.  Love the no price increase for life .  ",0,0
LIZ L.,5,2023-01-20,Bowie dinner,Bowie loves it,0,0
Lucas J.,5,2023-01-19,Yum!,Shiloh loves her food! Thank you for making great quality food that she enjoys!,0,0
Shawn M.,5,2023-01-19,Food review,My pup really enjoys this food.,0,0
Melanie C.,5,2023-04-15,Tasty!,My 7 month old has turned into a picky eater but the topper got him to eat again. ,2,1
Amanda H.,5,2023-04-11,Spoiled Lab Life Saver,"My yellow lab, Barkley, has become quite spoiled with getting special additions to his dinner (i.e. peanut butter, rice, carrots, etc.) and has started protesting dinner if it is only his normal kibble.  However, topping his dinner wiht this food topper has made dinner a hit again. ",0,0
Danielle J.,5,2023-04-10,Magic,My dog's eyes get so big when I pull the Bada Bing out. She loves it so so much.,1,1
Angela H.,5,2023-04-09,Always tasty. ,She loves food and snacks always. ,0,0
Tim C.,5,2023-04-08,Bada Beagle!,Piper the Beagle is even more eager to eat with a couple three shakes of Bada Bing! Bada Beef (Beagle)! on her kibble.,0,0
Laura W.,5,2023-03-30,Yummy jazzy food,Jazzy said yummys ,0,0
Sha H.,5,2023-03-29,Big hit!,All 4 of my dachshunds loved these. ❤️🍗,-1,1
Katrina H.,5,2023-03-28,New favorite!,Our pup is OBSESSED with these!,0,0
Jane H.,5,2023-03-28,Yummy,Loves it,1,1
Caroline P.,5,2023-03-27,Love them!,They absolutely love them!,0,0
Angela N.,3,2023-04-15,Max,He wasn't too interested in this one,0,0
Jennifer S.,3,2023-03-17,Ehh,"She really liked the pumpkin part, but definitely did not like the coconut in it!",0,0
Chris B.,2,2023-03-22,Pumpkin Spice,Don’t like it.,0,0
Margaret A.,2,2023-03-07,Pumpkin Spice,I was disappointed in the Pumpkin Spice for two reasons.  The powder did not mix well with water and Sam would not eat his food when I added the mixture. I had to throw his meal out! ,1,0
Mary L.,2,2023-02-20,Sadly Not For Lulu,Sadly my picky eater would not touch the pumpkin spice topper. She is a meat puppy only.,0,0
Amy M.,5,2023-01-19,yummy kibble,she loves it,0,0
Danie L.,5,2023-01-19,Amazing food,Incredible and my baby love's this food,0,0
Judy S.,5,2023-01-19,pups loved it,My 2 Aussies seemed to love it and do well on it. Will possibly purchase in the future. It is pricey.,0,0
Drake L.,5,2023-01-19,Best food for pitbulls,My pit bull struggled for a year with countless foods from the lowest end to the highest and bark food for pitbulls is the only one that helped her. Thank you!,0,0
Michael H.,5,2023-01-19,Dog Food Kibble,Dogs enjoyed the food. However we needed a bigger bag,0,0
Lisa G.,5,2023-01-19,Picky Eaters Rejoice,My Cheddar and Mac both LOVE this food. My Macaroni is a very picky eater and so far he has not tired of this food!!!!!,0,0
Marjeana L.,5,2023-01-19,The girls love it,Rosie & Lila love the Itty bitty chicky...we mix it with their other dry to give them a tastier meal.. thank you for offering this!! ,0,0
Maritza G.,5,2023-01-19,My girls favorite ,Took my girls a little use to and after some suggestions from the care team it became a hit .Love the customer service  at Bark! They are so caring and their advice is gold. ,0,0
Linda W.,5,2023-01-18,My Itty Bitty Picky Chi,"I have a senior chi who has never been a fan of any dog food. And believe me when I say we have tried every major brand out there. She generally eats only when the alternative is starvation!  Then she met Itty Bitty Chicky by Bark, and she is hooked!  I can put Bark food in a goodie bag and she will snarf it down a treat!!! I don't know what's there is about it but she absolutely loves this food!!!  She also really loves the Bada Bing Bada Beef topper too! I'm so glad to have finally found something my dogs truly love!",0,0
Amy N.,5,2023-01-18,Loves,Our dogs love this food. They eat it with no issues and have lost weight and are healthy. Well worth it.,0,0
Shawn M.,5,2023-01-19,Food review,My pup really enjoys this food.,0,0
Gina L h.,5,2023-01-19,Miss Daisy Mae,"My dog has been doing so much better with it not eating as much it's more filling, and then there's my cat I can't keep her out of it she loves it and she's very picky, lol",0,0
Vanessa Z.,5,2023-01-19,Happy Dog,"My dog seems to like the food. She eats regularly and has regular movements. Seems active and youthful.  She barks at me to eat when she’s hungry, where as before she didn’t typically let me know.  So maybe she likes it and is telling me she’s hungry. Or, the food doesn’t fill her up and she’s so hungry that she’s barking at me now.  I don’t know, but she seems healthy and hasn’t gained or lost weight. Soo, I’m going with she likes it.",0,0
Jamie O.,5,2023-01-19,He loves it!!!,"This one is dog approved!! Lincoln is not an easy one to please when it comes to his kibble,  he can be picky.  Was glad to see he enjoys this one a lot. ",0,0
John P.,5,2023-01-19,Summer,Can’t see a change yet,0,0
Tim C.,5,2023-04-08,Bada Beagle!,Piper the Beagle is even more eager to eat with a couple three shakes of Bada Bing! Bada Beef (Beagle)! on her kibble.,0,0
Susan N.,5,2023-04-07,Great for giving pills,"My dog is very suspicious of anything extra on his food because it often has a pill in it, but if I sprinkle some of this on it, he just inhales it and doesn't even look for a pill.  Genius for giving meds!",1,0
Rhonda R.,5,2023-03-31,Great Value and Topper!,The container is easy to use and dispense. My dog loves the taste. 2 Paws up!,0,0
Leah R.,5,2023-03-30,LOVE IT! ,My 6 dogs love this! I give it every day to them and they are always so excited to eat! Plus I love that it is only one ingredient! ,0,0
Angel B.,5,2023-03-29,Food topper ,Nico loves it and trust me when I say he’s picky!,0,0
Caroline P.,5,2023-03-27,Love them!,They absolutely love them!,0,0
Kim L.,5,2023-03-25,Only food our pup will eat,Seems our pup will eat this food. We haven’t found a dry food she has liked prior to Bark.,0,0
Kayla B.,5,2023-03-25,A lot in the bag,My dog loves these and its a good amount of treats in this bag,0,0
Sara K.,5,2023-03-23,Picky eater approved!,"I have been searching for a magical unicorn dog food for 2.5 years and finally found it! 2 weeks in a row, eating two meals a day is a record by a long shot. She comes running when the food hits the bowl!",1,0
Jessica S.,5,2023-03-22,Dog loves it,"This is my second order as my blue pittie loves the toppers. I use it more as a treat on his dinner, not everyday. ",0,0
Mary L.,2,2023-02-20,Sadly Not For Lulu,Sadly my picky eater would not touch the pumpkin spice topper. She is a meat puppy only.,0,0
Denise R.,2,2023-02-05,Wasn’t too sure about this ,Like I said I was trying to see if this food could give me a break once in a while Instead of me making home made food every month …,0,1
Jennifer V.,2,2023-02-04,Ok,He liked it for about 2 days and then he refused to eat it when I mixed it in together so not so well,0,0
Terry p.,1,2023-06-24,Topper,Neither of our dogs liked it. Waste  of money,0,0
Shannon H.,1,2023-04-17,Not for everyone,My guy didn’t care for this at all. Each pup is different this just isn’t for him. ,0,0
Michael H.,5,2023-01-19,Dog Food Kibble,Dogs enjoyed the food. However we needed a bigger bag,0,0
Mariel K.,5,2023-01-19,My Aussie loves it. ,"I have spent the past 5 years trying to find food that she would enjoy. This is the first food she actually gets excited to eat. For years, she would take hours, even days to finish her food and now she eats in less than 5 minutes. I’m so happy that she finally is eating her food so happily! ",0,0
Corey S.,5,2023-01-18,My girl loves it,She seems to truly love it .  It seems to also help some with her skin sensitivity and her coat looks great.,0,0
Melanie C.,5,2023-01-18,Captain Approved,"Captain the American Staffordshire Terrier approves this food! I started feeding it to him after some digestive issues occurred this past summer when on another high-quality food. When he was put on a prescription diet the issues cleared up, but prescription diets are very expensive.  His doctor said I could try feeding him a non-prescription diet to see what would happen.  I saw that this food was created for Pits, so we had to try it. To be fair, he is not a picky eater and will eat anything I give him. I am happy with this food because the digestive issues have not come back. ",7,0
Amy H.,5,2023-01-18,Soft,Her coat is sooo soft now.,0,0
Amy N.,5,2023-01-18,Loves,Our dogs love this food. They eat it with no issues and have lost weight and are healthy. Well worth it.,0,0
Kris F.,5,2023-01-18,Review,Great,0,0
Mary J.,4,2023-06-22,Too Itty bitty!,"The food itself was fine. My vet suggested that I go with a little bit bigger nugget. Skippy inhales his food, so having him chew the bigger bits should slow him down a little. Crunching the nuggets will help keep his teeth clean too.",0,0
Kimberly G.,4,2023-06-08,Yum,My Frenchie and Dachshund loves this food! ,0,0
Laura M.,4,2023-04-27,New food !,"Seems to like it, am introducing slowly mixed with his other food.",0,0
John P.,5,2023-01-19,Summer,Can’t see a change yet,0,0
Kevin M.,5,2023-01-19,Outstanding food for my Golden retriever ,"Daisy loves her dog food !!! Thank you for the amazing, tasty, well made food !!! ",0,0
Alexandra H.,5,2023-01-18,Transitioning to Bark Food,"I think that all of my dogs will benefit from this food but we are in the middle of transitioning from their old food to this new food, so I can't really say for sure. However, from what I can tell it is a good product and they all seem to enjoy it! I'm a proud Bark Fan!",0,0
Birgitt N.,4,2023-06-18,He likes it more than Science Diet,I am happy to see Bentley eating again although he still isn't chowing down as much as he used to.  He just eats a little during the day but then during the night he almost clears his bowl.  He should be getting 3 cups of food a day but right now he's only eating two.,0,0
Andrew B.,4,2023-06-09,Best food you can buy,I find it to be the healthiest kibble you can buy  my Goldendoodle Leia loves it  only down side is you can’t get it in stores and have to keep track of how much you have left so you re supply on time,0,0
Angel B.,5,2023-03-29,Food topper ,Nico loves it and trust me when I say he’s picky!,0,0
Jennie Y.,5,2023-03-29,Dog food topper,My dog liked it,0,0
Cassie L. C.,5,2023-03-28,Loooves it!,My dog can’t wait for dinner time with his special seasoning!! He reminds me if I don’t use it! Lol. Great idea. Good price. Affordable and makes it fun for your pup. 🥰,0,0
Jessica C.,5,2023-03-27,Amazing product ,My dogs act like it's catnip. I've never seen them eat their rood right away.  ,0,0
Seth P.,5,2023-03-27,Delicious!,Tock loved it.,0,0
Jessica S.,5,2023-03-22,Dog loves it,"This is my second order as my blue pittie loves the toppers. I use it more as a treat on his dinner, not everyday. ",0,0
Chris B.,5,2023-03-22,Chicken lickin popcorn food toper,Dogs love them,0,0
Rachel M.,5,2023-03-17,Big Hit ,Both of my babies absolutely love this. ,0,0
Veronica M.,5,2023-03-08,Soft snacks,These are a hit for my 2 year old lab/golden. Great price and one of her favorites for sure. The bag has a good amount in them and nice size treats. ,0,1
ROSE a.,5,2023-03-07,Good treat,"I have a 90 lb dog and was looking for a smaller treat that was good for her. I use this for training and to put in her kong with other food. She really likes it.  She can have up to 10 a day, so the bag seems to last awhile. ",1,0
Shannon H.,1,2023-04-17,Not for everyone,My guy didn’t care for this at all. Each pup is different this just isn’t for him. ,0,0
Carolyn W.,1,2023-03-29,Ugh,My fur babies didn't like it.,0,0
Martha R.,1,2023-03-25,Nope,It was a mushy mess?,0,0
Rosa A.,1,2023-03-24,Not good,Charlie on a sensitive diet and I have try everything to top off his meals. And this just didn't work. ,0,0
Dasia S.,1,2023-02-19,Not for my pup ,"My dog did not like the food, nor the topper. I was surprised as he is not a picky eater. ",0,0
Amy H.,5,2023-01-18,Soft,Her coat is sooo soft now.,0,0
Jordon C.,5,2023-01-18,10.5/10,"Amazing food! Made for my breed, with outstanding ingredients. ",0,0
Halley H.,5,2023-01-18,Great!,Both my pitties love it!,0,0
Dawn E.,5,2023-01-18,Good food ,N/A,0,0
Yvonne M.,4,2023-06-30,liked by my pit mixed ,She enjoys it. Noticed her coat is shiny. My dog is a senior dog so I'm glad no gut problems occurred. Doesn't smell bad. ,0,0
Laura M.,4,2023-04-27,New food !,"Seems to like it, am introducing slowly mixed with his other food.",0,0
Laura D.,4,2023-03-26,Great food for my little ones,I love the small bite size pieces for my Itty bitty Chihuahuas!,0,0
Lori N.,4,2023-03-15,New food trial,"Unfortunately, one of my chihuahua mixes was allergic to something in the food. However, I have 3 others that like the food and I will continue to give it to them. ",0,0
Jana F.,4,2023-02-04,So far so good,My 12yr old 3 lb chihuahua has always been a picky eater.  So far she likes the new food.  Finishes her bowl through out the day.  ,0,0
April S.,3,2023-05-17,Working on it,We are working on it. He likes it mixed with his soft food better!,0,0
Andrew B.,4,2023-06-09,Best food you can buy,I find it to be the healthiest kibble you can buy  my Goldendoodle Leia loves it  only down side is you can’t get it in stores and have to keep track of how much you have left so you re supply on time,0,0
Elizabeth H.,4,2023-04-15,Cock A Doodle Chew,"I have just finished the transition. Quentin gobble the food down. He is not a picky eater. In part the big sell for me is the 15 lb bag. I really could not lift the 35 lb bag and didn’t want to have to continue asking for help. I also love that it is for doodles.

Should I continue with the joint supplements I have given him?",0,0
Melissa R.,4,2023-04-04,Not Long Enough To Tell,She likes the food taste wise but it's not been but 1 week so health wise and allergy wise too soon to tell.,0,0
Jim S.,4,2023-03-17,Good Product from a Good Company,"My dog didn’t go crazy for it like I hoped, but he did seem to like it marginally better than his normal food. We will see how long it holds his interest though!",0,0
Laurie R.,4,2023-02-16,Cock-a-doodle for German Shepherds,"Misty wasn't sure about it, but now she likes it.",0,0
Seth P.,5,2023-03-27,Delicious!,Tock loved it.,0,0
Linda B.,5,2023-03-26,Yap yap yap,"Peanut loves it, he waits for me to sprinkle it on his food.",0,1
Andrea G.,5,2023-03-26,Great Medication camouflage,"I put the meds in the food, sprinkle the stuff over it and my little mountain of a dog slurps it all up like he never had food before. Even her royal heiny, the fussy eater, will eat her food without complaint. We all love the stuff, especially me, purveyor of food additives, who no longer needs to open cans of tuna, or buy rotisserie chicken to hide the taste of medication, or alleviate the boredom of regular dogfood. ",0,0
Laura D.,5,2023-03-26,Picky Eater,I have 4 chihuahuas that all eat the Itty bitty chicky food - one is not a particular fan of it.  I added the Bada Bing! Bada Beef topper this week and it's a game changer!  My dogs pretty much live for feeding time but even the picky one is gobbling down his food with this topper added!,0,0
Martha R.,5,2023-03-25,Yummy!,Bella LOVES this!!,0,0
ROSE a.,5,2023-03-07,Good treat,"I have a 90 lb dog and was looking for a smaller treat that was good for her. I use this for training and to put in her kong with other food. She really likes it.  She can have up to 10 a day, so the bag seems to last awhile. ",1,0
Joey M.,5,2023-03-07,The best addition to a meal!,My miniature schnauzer Jonah absolute loves chicken popcorn toppers!   He can't get enough of them!!!!!!  I will definitely be getting for my for little buddy!,0,0
Christy M.,5,2023-03-07,They love it ❤️,Greatest thing I thought bye my babies love it ,0,0
Donna M.,5,2023-03-07,Loved It!!!,Loved It!!!,0,0
ALEXA F.,5,2023-03-07,The best!!,My dog is obsessed with these. 10/10 recommend. Kind of want a bite myself. ,0,0
Dasia S.,1,2023-02-19,Not for my pup ,"My dog did not like the food, nor the topper. I was surprised as he is not a picky eater. ",0,0
Jennifer T.,1,2023-02-04,Won’t touch the food with this on it. ,Not a good fit.,0,0
Sarah M.,1,2023-01-18,Disappointed,Neither of our dogs was interested in the pumpkin taste.  Surprised and disappointed us.,0,0
Yvonne M.,4,2023-06-30,liked by my pit mixed ,She enjoys it. Noticed her coat is shiny. My dog is a senior dog so I'm glad no gut problems occurred. Doesn't smell bad. ,0,0
Tammie Z.,4,2023-05-13,Jax's reaction to new food,"Jaz seems to really like his new food. I say ""seems"" because he's still transitioning to full new food. He sniffs the bag every time he goes by it.",0,0
Autumn I.,4,2023-03-19,Happy pups. ,Its a little pricier than what we were feeding them before but they really seem to love it. All gone before we can blink !,0,0
Carolyn L.,3,2023-06-05,Getting Accustom To The Switch ,"I personally think this is the right diet to have Tank eating. He thinks not. Will gobble it up out of my hand thinking it's a great treat! I'm not worried, he'll soon come around to it. ",0,0
Paige J.,3,2023-03-22,Pricey,"To small of bag for for the price, I can get a 40lb bag for $80 and it will last a lot longer",0,0
April S.,3,2023-05-17,Working on it,We are working on it. He likes it mixed with his soft food better!,0,0
Yvonne V.,3,2023-05-08,It was ok,My 11-month-old Yorkie didn't really care for the Chicken & Brown Rice. ,0,0
Amna K.,3,2023-03-28,Dry food,Eats when mixed with other food but not alone. I have a very picky dog.,0,0
Jennifer V.,3,2023-02-04,Coming around ,The first couple days he really really loved it mixed with the pumpkin topper but then he had a few days to where he wouldn't eat it at all and he's starting to come back around again not so sure if we're going to stick with it or not,0,0
Denise R.,2,2023-02-05,Didn’t like ,She is very picky n I guess she had a hard time with it since I have been making my dogs food for years…,0,0
Laurie R.,4,2023-02-16,Cock-a-doodle for German Shepherds,"Misty wasn't sure about it, but now she likes it.",0,0
Michael S.,4,2023-02-03,Good stuff,She loves it,0,0
Teri H.,3,2023-06-23,Not a fan,He is Not a big fan of this food. He only eats it wgen I mix it with a topper,0,0
Max G.,3,2023-05-28,Max,For some reason it is not his favorite.  I need  something else.,0,0
Nancy J.,3,2023-05-20,Not so great,My Goldendoodle did not like this kibble.  He wd only eat it about every other day and I had to enhance it with wet food.  I will try another flavor to see if he may like that.,0,0
Martha R.,5,2023-03-25,Yummy!,Bella LOVES this!!,0,0
Erin K.,5,2023-03-25,Loves it!,"My senior dog needs to eat, but his appetite is not what it used to be. With a little sprinkle of this topper, he licks the bowl clean!",0,0
Erin U.,5,2023-03-24,Magic dust,Our dogs won’t eat dry food without wet food. Until now!! Clean bowls without spending hundreds of dollars. ,0,0
Gloria I R.,5,2023-03-24,Cali loves Bada Bing,My pitbull was bored of her food until I bought Bada Bing. Now she loves to eat it again. Im so happy for that.,3,0
Linda G.,5,2023-03-17,A surprising hit!,"I thought she might not like liver flavored foods, but should at least try it before ruling it out. Turns out she was really excited about it. I made the mistake of not measuring the amount before putting it on top of her canned food and got too much. She ate it eagerly until about half way through. I've decided to wait a week or so before adding to her food again (after carefully measuring the amount) to see if she will eat it again. I'm betting that's a yes!",0,0
ALEXA F.,5,2023-03-07,The best!!,My dog is obsessed with these. 10/10 recommend. Kind of want a bite myself. ,0,0
adria l.,5,2023-03-07,Five Barks for Chicken Popcorn!!!,"Well, I have one picky eater and it only took one (after 5 minutes) for her to take and eat one.  What a success.  These are the best ever treat or topper.  From my picky Chihuahua to my Doberman.  ",1,0
eric d.,5,2023-03-07,Awesome treats,Luna loves them thanks ,0,0
Kathlyne B.,5,2023-02-26,Froggie loves these,I mix them with his food in the morning and he gobbles it up. ,1,0
Barbara W.,5,2023-02-24,Sugar,My dog Sugar really likes the toppers  on her food.,0,0
Paige J.,3,2023-03-22,Pricey,"To small of bag for for the price, I can get a 40lb bag for $80 and it will last a lot longer",0,0
Becca T.,3,2023-01-18,I guess my dog only liked it when wet? ,"He really only ate the kibble when it was wet? He's never really been picky for wet/dry kibble so it was a surprise when he would ignore his full bowl of kibble, but if I changed it for the chicken kibble he would gobble it all up. ",0,0
Ivy B.,2,2023-02-27,My Australian Shepherd does not like the food.,I think she likes chicken or beef not so much the seafood options. I wish I could exchange it because she hates this stuff.,0,0
Adriana W.,1,2023-06-23,My pup just soundly eat it,"Im disappointed my dog had no interest in this kibble.
",0,0
Cody R.,1,2023-06-13,Disappointed but my dog is picky,Bean sniffed it. Ate one bite. Did not eat more after this,0,0
Denise R.,2,2023-02-05,Didn’t like ,She is very picky n I guess she had a hard time with it since I have been making my dogs food for years…,0,0
Linda E.,2,2023-02-03,Dog didnt like it,It look like high quality food but my doxy didnt like it,0,0
Lori B.,1,2023-04-19,Picky eater ,"Pup won't eat it, won't go near his dish with even a few pieces in mixed with his other food.  He's a picky eater, extreme version! Trying to find something he will eat is difficult.  We've donated more food than I can count.  I wish there was a ln offering of 1 pound packages!",1,1
Sandra R.,1,2023-03-17,Picky pup-sure more than 1-star for many,"I think I have adopted the pickiest 10-yo ever. The kibbles look & smell amazing but Pepper won’t touch. Tried pumpkin, broth, toppers but nothing working.

It is her, not at all the product!!",0,0
Susan W.,1,2023-02-23,Itty bitty chicken ,I am trying to switch out to this new food. So far she isn’t having it. ,0,0
Nancy J.,3,2023-05-20,Not so great,My Goldendoodle did not like this kibble.  He wd only eat it about every other day and I had to enhance it with wet food.  I will try another flavor to see if he may like that.,0,0
Jennifer T.,3,2023-02-04,Still deciding ,She doesn’t like this as much as my previous product ,0,0
Yira T.,3,2023-01-19,Cock-a-Doodle Chew,Our Golden enjoys his meals however since the switch there has been concerns about his weight. May need to change again to a weight-control option. ,0,0
Thomas S.,3,2023-01-19,Worth a try,"Spike enjoyed the food when we first gave it to him, but after a week or so he grew tired of it. I would recommend giving the food a try but for Spike he's a picky eater. At least he gave it a shot.",0,0
Sarah M.,2,2023-01-18,Disappointed,"One dog liked it ok, the other dog wouldn't eat it.  When we were blending old and new food, she would eat around the new food.  We are disappointed that they didn't like it.",0,0
Linda G.,5,2023-03-17,A surprising hit!,"I thought she might not like liver flavored foods, but should at least try it before ruling it out. Turns out she was really excited about it. I made the mistake of not measuring the amount before putting it on top of her canned food and got too much. She ate it eagerly until about half way through. I've decided to wait a week or so before adding to her food again (after carefully measuring the amount) to see if she will eat it again. I'm betting that's a yes!",0,0
Charlisa McConnell R.,5,2023-03-15,Our pups LOVE this stuff!,"Our pups won't even wait for me to put the water in their bowls to make gravy! They slurp it up! 
When the Bark box arrived they all sniffed it like crazy! All of your products make them happy!",1,0
Thania M.,5,2023-03-08,Really loves his kibble now,He finishes all his kibble without needed to add wet food!,0,0
Lee Anne S.,5,2023-03-07,Loves the Taste,"My dog loves this food topper, so much so she just licks it off the food which kinda defeats the purpose but she loves the taste.",0,0
Michael M.,5,2023-03-07,Great Additive!,One of my Dogs is a picky eater. I sprinkle some of this on his food and he gobbles it right up. ,0,0
Barbara W.,5,2023-02-24,Sugar,My dog Sugar really likes the toppers  on her food.,0,0
Stephenie W.,5,2023-02-20,Chicken say no more,"The word chicken is magic. Our dog will eat anything if you say chicken, but this is love.  I break it up and he will eat it like it is a special treat.  ",0,0
C.L. J.,5,2023-02-06,Chicken Lickin Good,Lola Ann loves these. I give her 3 after her dinner and she gets so excited waiting for me to get the bag ope.,0,0
Nicole T.,5,2023-02-05,Lip Smackin' Good,"My little dachshund loves this product. I use it as snacks too. As soon as she sees the bag, she starts hopping around, wagging her tail, and licking her chops. She prefers soft snacks and these are a great compliment to her crunchy kibble as well as a snack.",0,0
